household_id,FARM,OWNERSHP,ACREHOUS,TAXINCL,PROPINSR,COSTELEC,VALUEH,ROOMS,PLUMBING,PUMA
0,0,2,0,0,0.0,99.0,99.0,1,2,69
1,0,2,1,0,0.0,4.0,99.0,2,2,8
2,0,1,0,1,47.58097691037043,3.0,27.0,4,2,38
3,0,1,1,1,58.087366190162015,10.0,27.0,9,2,207
4,0,1,1,1,19.84481749343491,4.0,2.0,3,2,94
5,0,2,0,0,0.0,11.37229124356757,99.0,5,2,109
6,0,0,0,0,0.0,0.0,99.0,0,0,209
7,0,1,0,2,40.123742824014386,0.0,11.0,3,2,117
8,0,1,1,1,59.0,10.0,22.0,7,2,20
9,0,2,1,0,0.0,6.0,99.0,3,2,33
10,0,2,0,0,0.0,4.0,99.0,4,2,133
11,0,2,1,0,0.0,6.0,99.0,3,2,34
12,0,1,1,2,50.295729678646204,8.983820246604964,27.0,7,2,206
13,0,2,1,0,0.0,36.96301211753984,99.0,5,2,121
14,0,2,0,0,0.0,50.62462014015426,99.0,4,2,57
15,0,2,1,0,0.0,2.0,99.0,3,2,2
16,0,1,1,1,59.0,99.0,99.0,6,2,133
17,0,0,0,0,0.0,0.0,99.0,0,0,219
18,0,1,2,1,59.0,6.0,99.0,9,2,84
19,0,2,1,0,0.0,3.0,99.0,4,2,231
20,0,1,1,2,59.0,8.0,11.0,5,2,66
21,0,1,1,1,59.0,7.0,27.0,6,2,197
22,0,2,1,0,0.0,3.0,99.0,2,2,138
23,1,1,2,1,59.0,59.14712570295756,87.0,7,2,66
24,0,1,1,0,40.6604341971536,9.038226941293502,8.0,6,2,89
25,0,1,1,0,59.0,7.0,13.0,5,2,67
26,0,1,1,2,44.96238405860488,6.0,9.0,5,2,67
27,0,1,1,1,42.49021873289452,8.0,35.0,4,2,149
28,0,2,1,0,0.0,99.0,99.0,5,2,159
29,0,2,1,0,0.0,2.0,99.0,1,2,138
30,0,1,1,0,31.617295946731975,9.047443806216329,6.0,4,2,93
31,0,1,1,1,59.0,10.0,22.0,8,2,172
32,0,2,0,0,0.0,2.0,99.0,3,2,140
33,0,1,1,1,40.166190318191525,6.0,6.0,3,2,213
34,1,1,1,1,59.0,10.0,87.0,8,2,227
35,0,2,0,0,0.0,4.0,99.0,4,2,216
36,0,2,0,0,0.0,3.0,99.0,1,2,56
37,0,1,1,0,59.0,6.0,62.0,9,2,6
38,0,1,1,2,59.0,8.0,13.0,6,2,27
39,0,1,1,1,59.0,11.130144315714194,35.0,9,2,226
40,0,1,1,1,59.0,12.0,35.0,7,2,158
41,0,1,1,0,59.0,10.913174787276905,11.0,6,2,32
42,0,1,1,2,59.0,36.031704432394314,35.0,6,2,221
43,0,1,1,0,17.381187089093935,8.0,2.0,5,2,29
44,0,1,1,1,28.479316655148363,4.0,22.0,5,2,231
45,0,2,1,0,0.0,12.0,99.0,4,2,1
46,0,1,1,2,34.85392148197206,7.0,18.0,6,2,219
47,0,1,1,0,21.002084935552745,12.0,3.0,5,2,103
48,0,2,0,0,0.0,2.0,99.0,3,2,223
49,0,1,1,2,40.71862122031909,7.0,22.0,6,2,3
50,0,2,0,0,0.0,99.0,99.0,4,2,149
51,0,1,1,1,59.0,6.0,27.0,6,2,179
52,0,2,1,0,0.0,6.0,99.0,3,2,66
53,0,1,1,0,59.0,12.0,18.0,6,2,124
54,0,1,1,1,59.0,6.0,45.0,6,2,157
55,0,1,1,1,59.0,4.0,35.0,5,2,160
56,0,0,0,0,0.0,0.0,99.0,0,0,47
57,0,2,1,0,0.0,4.0,99.0,5,2,124
58,0,0,0,0,0.0,0.0,99.0,0,0,85
59,0,2,0,0,0.0,0.0,99.0,3,2,90
60,0,1,1,1,59.0,0.9870002417921953,62.0,8,2,54
61,0,1,1,0,32.908232674197365,4.0,16.0,4,2,223
62,0,1,1,0,45.29696649680359,10.0,22.0,6,2,143
63,0,1,1,2,43.14221514551981,3.0,9.0,5,2,20
64,0,2,0,0,0.0,4.0,99.0,4,2,100
65,0,1,1,1,30.118919441492285,0.990964175650392,22.0,3,2,206
66,0,2,0,0,0.0,56.72925648368121,99.0,4,2,56
67,0,2,0,0,0.0,2.0,99.0,2,2,144
68,0,1,1,1,28.82913655604616,3.0,18.0,3,2,98
69,0,1,1,0,59.0,7.0,62.0,6,2,56
70,0,1,1,2,52.65664616687614,12.0,7.0,5,2,20
71,0,1,1,2,15.767702920335616,17.89117414836752,9.0,5,2,226
72,0,2,1,0,0.0,13.175781447003777,99.0,6,2,96
73,0,1,1,0,28.00631976854429,58.6458977655051,45.0,4,2,75
74,0,2,0,0,0.0,3.0,99.0,3,2,46
75,0,2,1,0,0.0,0.970542163327945,99.0,1,2,198
76,0,2,0,0,0.0,0.0,99.0,3,2,90
77,0,1,1,1,59.0,6.0,35.0,7,2,65
78,0,1,1,0,44.91420141968335,6.0,7.0,3,2,21
79,0,1,1,2,40.7679926228143,10.0,9.0,5,2,68
80,0,2,0,0,0.0,6.0,99.0,3,2,24
81,0,0,0,0,0.0,0.0,99.0,0,0,9
82,0,1,0,0,59.0,1.036551440703052,22.0,6,2,170
83,0,1,1,0,59.0,7.0,8.0,5,2,90
84,0,2,1,0,0.0,4.937076994877451,99.0,6,2,125
85,0,1,1,2,59.0,12.0,27.0,7,2,205
86,0,0,0,0,0.0,0.0,99.0,0,0,2
87,0,2,1,0,0.0,4.0,99.0,2,2,80
88,0,0,0,0,0.0,0.0,99.0,0,0,16
89,0,1,1,2,59.0,12.0,27.0,7,2,205
90,0,0,0,0,0.0,0.0,99.0,0,0,201
91,0,1,1,2,49.9760319540708,5.0769132053583945,16.0,7,2,21
92,0,1,1,2,44.93691034877834,12.0,13.0,3,2,146
93,0,2,0,0,0.0,12.0,99.0,1,2,141
94,0,0,0,0,0.0,0.0,99.0,0,0,157
95,0,1,1,2,53.166648302573236,12.0,7.0,5,2,2
96,0,1,1,0,59.0,12.0,16.0,6,2,23
97,0,1,1,1,59.0,6.0,45.0,6,2,157
98,0,2,0,0,0.0,23.637219905850245,99.0,2,2,90
99,0,1,1,0,59.0,7.0,16.0,6,2,193
100,0,2,0,0,0.0,24.154406744185955,99.0,2,2,40
101,0,1,1,2,40.045209934477626,3.0,13.0,3,2,164
102,0,1,1,0,59.0,6.0,7.0,3,2,25
103,0,1,1,0,40.03340795959352,10.0,13.0,6,2,86
104,0,1,1,2,59.0,7.0,35.0,8,2,125
105,0,1,1,0,59.0,2.0,35.0,6,2,206
106,0,1,1,2,59.0,12.0,27.0,5,2,65
107,0,0,0,0,0.0,0.0,99.0,0,0,117
108,0,2,0,0,0.0,4.0,99.0,2,2,5
109,0,2,0,0,0.0,12.0,99.0,3,2,2
110,0,2,1,0,0.0,3.0,99.0,2,2,170
111,0,2,0,0,0.0,10.0,99.0,4,2,90
112,0,2,0,0,0.0,6.0,99.0,3,2,25
113,0,1,1,1,59.0,2.0,87.0,8,2,151
114,0,1,1,0,33.32540332910311,4.0,16.0,4,2,222
115,0,2,0,0,0.0,99.0,99.0,9,2,9
116,0,1,1,1,59.0,29.25320414088285,22.0,9,2,127
117,0,2,1,0,0.0,13.665369508858292,99.0,4,2,119
118,0,1,1,0,59.0,7.0,27.0,7,2,24
119,0,1,1,2,59.0,8.0,18.0,5,2,131
120,0,1,1,2,21.834908923016883,3.0,27.0,6,2,201
121,0,2,0,0,0.0,4.966587859589993,99.0,4,2,12
122,0,1,1,2,54.695307376844156,8.0,11.0,4,2,30
123,0,2,0,0,0.0,4.069326331715972,99.0,5,2,147
124,0,0,0,0,0.0,0.0,99.0,0,0,41
125,0,2,0,0,0.0,12.0,99.0,3,2,69
126,0,2,1,0,0.0,99.0,99.0,5,2,16
127,0,2,0,0,0.0,2.0,99.0,3,2,15
128,0,0,0,0,0.0,0.0,99.0,0,0,111
129,0,2,1,0,0.0,99.0,99.0,2,2,228
130,0,1,1,2,59.0,4.0,7.0,7,2,107
131,0,0,0,0,0.0,0.0,99.0,0,0,219
132,0,2,0,0,0.0,2.0,99.0,4,2,144
133,0,2,0,0,0.0,7.0,99.0,5,2,23
134,0,0,0,0,0.0,0.0,99.0,0,0,202
135,0,1,1,2,43.338768208420305,14.862260690891436,9.0,7,2,97
136,0,2,0,0,0.0,4.0,99.0,5,2,43
137,0,0,0,0,0.0,0.0,99.0,0,0,129
138,0,1,1,1,34.77615389755274,15.896528636585074,27.0,3,2,120
139,0,1,1,0,27.335173263321565,6.0,13.0,5,2,66
140,0,1,1,2,59.0,25.19646292107265,16.0,9,2,104
141,0,2,1,0,0.0,7.0,99.0,6,2,228
142,0,1,1,1,59.0,17.98712201612509,62.0,5,2,182
143,0,2,0,0,0.0,1.0009427202061598,99.0,3,2,133
144,0,1,1,2,52.910661891071875,6.0,45.0,4,2,48
145,0,2,0,0,0.0,10.0,99.0,4,2,177
146,0,2,1,0,0.0,3.0,99.0,5,2,20
147,0,1,0,0,13.598595237007274,7.0,1.0,4,2,131
148,0,1,1,1,20.072341523538313,3.0,4.0,4,2,32
149,0,1,1,1,59.0,4.0,45.0,6,2,65
150,0,1,1,0,59.0,9.001964802711427,18.0,7,2,141
151,0,2,0,0,0.0,99.0,99.0,2,2,84
152,0,1,1,1,20.85208249078937,9.052613594928062,18.0,6,2,111
153,0,2,1,0,0.0,99.0,99.0,3,2,169
154,0,0,0,0,0.0,0.0,99.0,0,0,205
155,0,0,0,0,0.0,0.0,99.0,0,0,92
156,0,2,0,0,0.0,4.0,99.0,4,2,160
157,0,2,0,0,0.0,4.0,99.0,4,2,47
158,0,1,1,1,54.877279344521064,7.0,8.0,5,2,25
159,0,2,1,0,0.0,99.0,99.0,7,2,224
160,0,1,1,1,59.0,10.0,35.0,8,2,63
161,0,1,1,0,49.99797999326248,3.0,35.0,6,2,149
162,0,2,0,0,0.0,12.972511888546773,99.0,1,2,30
163,0,1,1,1,20.37294043394789,4.0,11.0,4,2,202
164,0,1,1,2,59.0,30.31238677446098,62.0,7,2,180
165,0,1,1,2,36.44781675263346,4.8060843245620255,35.0,9,2,228
166,0,1,1,1,29.18014331778987,3.0,18.0,3,2,98
167,0,1,0,1,59.0,99.0,2.0,4,2,140
168,0,1,1,1,59.0,12.0,62.0,6,2,81
169,0,2,0,0,0.0,2.0,99.0,1,2,136
170,0,1,1,0,39.97224900949824,12.0,35.0,6,2,189
171,0,2,1,0,0.0,23.497164002825578,99.0,5,2,88
172,0,2,0,0,0.0,0.9303602963789483,99.0,3,2,223
173,0,2,1,0,0.0,6.0,99.0,3,2,33
174,0,1,1,2,59.0,24.384448326388057,87.0,9,2,78
175,0,1,1,1,59.0,3.0,13.0,6,2,221
176,0,2,0,0,0.0,4.0,99.0,3,2,119
177,0,1,1,0,59.0,2.0,45.0,9,2,61
178,0,2,2,0,0.0,7.0,99.0,6,2,92
179,0,2,0,0,0.0,9.275063529825438,99.0,1,2,148
180,0,2,0,0,0.0,7.0,99.0,2,2,118
181,0,1,1,1,59.0,16.262197598090207,35.0,7,2,35
182,0,1,1,2,45.789738777861686,12.989660485005583,11.0,6,2,95
183,0,2,0,0,0.0,99.0,99.0,4,2,221
184,0,1,1,0,35.20667253167339,5.129740260986093,35.0,6,2,74
185,0,1,1,1,59.0,12.0,27.0,6,2,187
186,0,2,0,0,0.0,8.0,99.0,3,2,178
187,0,1,1,1,59.0,12.0,62.0,6,2,81
188,0,1,1,2,31.977914800923323,35.74065448959066,7.0,5,2,95
189,0,2,0,0,0.0,6.0,99.0,3,2,8
190,0,1,1,2,59.0,6.0,16.0,7,2,106
191,0,2,0,0,0.0,4.163382712679606,99.0,4,2,77
192,0,1,1,2,59.0,17.915437287065558,11.0,3,2,18
193,0,1,1,2,59.0,3.0,13.0,5,2,188
194,0,2,0,0,0.0,6.0,99.0,3,2,189
195,0,2,0,0,0.0,3.0,99.0,5,2,221
196,0,1,1,1,35.77868054007492,14.029531182705888,16.0,8,2,166
197,0,2,0,0,0.0,6.0,99.0,2,1,122
198,0,1,1,1,59.0,9.065252965700136,27.0,6,2,11
199,0,1,1,1,46.1413515072086,13.888325860155728,62.0,5,2,70
200,0,2,0,0,0.0,12.918209268608972,99.0,1,2,30
201,0,1,1,2,40.14314489347434,8.0,11.0,5,2,219
202,0,1,1,2,25.88736278304026,8.0,6.0,2,2,232
203,0,2,0,0,0.0,99.0,99.0,3,2,146
204,0,1,1,2,52.078515094497284,4.0,16.0,5,2,9
205,0,0,0,0,0.0,0.0,99.0,0,0,27
206,0,1,1,1,47.91124168102997,12.0,16.0,3,2,223
207,0,1,1,1,33.28119660831685,5.114216725704416,22.0,4,2,65
208,0,0,0,0,0.0,0.0,99.0,0,0,126
209,0,2,0,0,0.0,3.0,99.0,3,2,170
210,0,1,1,1,49.721574316413374,6.0,35.0,5,2,189
211,0,1,1,0,59.0,5.094943722452921,62.0,9,2,39
212,0,1,1,1,43.389352576553044,3.0,35.0,6,2,139
213,0,2,2,0,0.0,15.579652447800111,99.0,6,2,87
214,0,1,1,2,30.352074461135253,5.039707839337993,22.0,4,2,86
215,0,1,1,0,59.0,2.0,13.0,4,2,36
216,0,1,1,2,30.096984685088888,3.0,22.0,6,2,12
217,0,2,0,0,0.0,4.0,99.0,4,2,78
218,0,1,1,0,28.794882252705094,4.0,8.0,4,2,188
