individual_id,RELATE,SEX,AGE,MARST,RACE,CITIZEN,SPEAKENG,SCHOOL,EDUC,GRADEATT,SCHLTYPE,EMPSTAT,CLASSWKR,INCTOT,DISABWRK,household_id
0,4,0,34.361843896138346,0,6,3,4,1,6,0,1,1,2,17.0,1,0
1,0,0,62.88070198423766,0,5,2,5,1,9,0,1,3,1,0.0,1,0
2,0,1,68.15831142138786,4,0,0,2,1,6,0,1,1,2,15.663592384022804,1,0
3,0,1,41.71792405815769,4,5,2,2,1,9,0,1,1,1,8.0,2,1
4,0,1,77.19731957919787,4,0,0,2,1,5,0,1,3,0,5.0,1,1
5,0,0,47.18479613097834,0,1,2,3,1,9,0,1,1,2,30.02676867422325,1,1
6,0,0,60.133213031092254,0,0,0,2,1,8,0,1,1,2,24.991956725317106,1,2
7,0,0,55.15922146003732,0,0,0,2,1,7,0,1,1,2,41.67316474942376,1,2
8,1,1,34.553656610643735,0,0,2,2,1,6,0,1,3,2,15.695491138875346,1,3
9,1,1,32.0,0,0,0,2,1,6,0,1,1,2,27.092697146376974,2,4
10,0,1,41.0,3,0,0,2,1,7,0,1,1,2,27.598965248688277,1,4
11,2,0,12.0,5,7,0,2,2,2,4,2,0,0,0.0,0,5
12,4,1,37.0355600311321,5,6,3,5,1,0,0,1,1,2,6.0,1,6
13,2,0,6.936101912850756,5,1,0,2,2,0,3,2,0,0,0.0,0,7
14,0,1,58.39463310286083,3,0,0,2,1,10,0,1,1,2,35.97911439706447,1,7
15,1,1,42.11450300630357,0,0,0,2,1,8,0,1,1,1,15.0,1,8
16,2,1,24.760411093991603,5,6,0,3,2,6,6,2,3,0,0.0,1,9
17,0,0,41.0,0,3,2,5,1,2,0,1,3,2,6.0,1,9
18,0,1,39.02355106380868,0,5,2,3,1,9,0,1,2,2,3.0,1,9
19,7,0,33.35377215790075,5,0,0,2,1,6,0,1,1,2,8.0,1,10
20,2,0,17.987724217757883,5,5,0,2,2,6,6,2,3,0,0.0,1,11
21,0,1,56.307108967069055,0,6,2,1,1,1,0,1,3,2,6.0,1,11
22,2,1,22.917326678524898,5,5,0,3,2,7,6,2,1,2,4.0,1,11
23,6,1,4.9035187609598,5,7,3,3,2,1,2,2,0,0,0.0,0,11
24,1,1,65.27499536249269,0,6,3,5,1,0,0,1,3,0,1.0,1,11
25,5,0,7.844047011777159,5,6,3,5,2,1,3,2,0,0,0.0,0,11
26,2,0,11.0,5,1,0,2,2,1,4,2,0,0,0.0,0,11
27,2,0,47.04612542171754,3,0,0,2,1,6,0,1,3,2,2.0,1,12
28,1,1,37.98620727297966,0,6,2,4,1,5,0,1,3,2,0.0,2,12
29,2,0,14.101352404345013,5,0,0,3,2,4,5,2,0,0,0.0,0,12
30,0,0,30.947920532929754,0,0,2,3,1,6,0,1,1,2,30.24372150449584,1,12
31,0,1,82.90660152650854,0,0,0,2,1,10,0,1,1,2,59.18605768920038,1,12
32,4,1,75.95932859359266,5,0,0,2,1,7,0,1,3,0,7.0,1,12
33,0,1,29.0,5,5,2,2,1,7,0,1,1,2,23.577981330822173,1,13
34,1,1,66.11501458660753,0,0,0,2,1,6,0,1,3,0,2.0,1,13
35,2,1,26.74124468035923,5,0,0,2,1,6,0,1,3,2,10.0,1,13
36,2,0,22.351758021545066,5,0,0,3,1,6,0,1,1,2,7.0,1,13
37,4,0,27.006985909364154,5,0,0,2,2,7,6,2,1,2,17.0,1,14
38,4,1,49.9806645058864,5,1,0,2,1,2,0,1,3,0,0.0,2,15
39,0,0,57.51351360208365,5,0,0,2,1,10,0,1,1,2,3.0,1,15
40,0,0,85.0,4,0,0,2,1,9,0,1,3,0,13.0,1,16
