user_id,session_id,action,action_type,action_detail,device_type,secs_elapsed
0,5324,105.0,0.0,0.0,0.0,17179.0
0,5325,183.0,6.0,85.0,8.0,14144.0
0,5326,158.0,7.0,57.0,8.0,698.0
0,5327,118.0,3.0,101.0,8.0,1161.0
0,5328,158.0,7.0,57.0,8.0,1969.0
0,5329,158.0,7.0,57.0,8.0,257.0
0,5330,158.0,7.0,57.0,8.0,798.0
0,5331,81.0,7.0,99.0,8.0,4790.0
0,5332,158.0,7.0,92.0,8.0,376.0
0,5333,96.0,2.0,52.0,8.0,78.0
1,5324,107.0,0.0,0.0,5.0,14171.0
1,5325,183.0,6.0,85.0,5.0,844.0
1,5326,158.0,7.0,57.0,5.0,698.0
1,5327,118.0,3.0,101.0,5.0,1667.0
1,5328,158.0,7.0,57.0,5.0,1912.0
1,5329,158.0,7.0,57.0,5.0,10257.0
1,5330,158.0,7.0,57.0,5.0,798.0
1,5331,54.0,6.0,24.0,5.0,599.0
1,5332,158.0,7.0,92.0,5.0,547.0
1,5333,96.0,2.0,52.0,5.0,678.0
2,5324,105.0,0.0,0.0,1.0,17041.0
2,5325,183.0,6.0,85.0,5.0,844.0
2,5326,158.0,7.0,57.0,5.0,698.0
2,5327,118.0,3.0,101.0,5.0,1167.0
2,5328,158.0,7.0,57.0,5.0,1782.0
2,5329,158.0,7.0,57.0,5.0,10787.0
2,5330,158.0,7.0,57.0,5.0,798.0
2,5331,81.0,7.0,99.0,5.0,4790.0
2,5332,158.0,7.0,92.0,5.0,776.0
2,5333,158.0,7.0,57.0,5.0,15756.0
3,5324,101.0,0.0,0.0,0.0,819.0
3,5325,183.0,6.0,85.0,5.0,14144.0
3,5326,158.0,7.0,57.0,5.0,698.0
3,5327,118.0,3.0,101.0,5.0,1167.0
3,5328,158.0,7.0,57.0,5.0,1392.0
3,5329,158.0,7.0,57.0,5.0,257.0
3,5330,158.0,7.0,57.0,5.0,798.0
3,5331,66.0,0.0,0.0,5.0,259.0
3,5332,158.0,7.0,92.0,5.0,547.0
3,5333,96.0,2.0,52.0,2.0,1000678.0
4,5324,107.0,0.0,0.0,0.0,17179.0
4,5325,118.0,3.0,101.0,5.0,1134.0
4,5326,158.0,7.0,57.0,5.0,682.0
4,5327,147.0,6.0,65.0,5.0,59.0
4,5328,158.0,7.0,57.0,5.0,1911.0
4,5329,158.0,7.0,57.0,5.0,15787.0
4,5330,158.0,7.0,92.0,5.0,349.0
4,5331,69.0,0.0,0.0,5.0,4691.0
4,5332,158.0,7.0,92.0,5.0,778.0
4,5333,56.0,7.0,26.0,2.0,678.0
5,5324,107.0,0.0,0.0,5.0,17699.0
5,5325,183.0,6.0,85.0,5.0,14174.0
5,5326,158.0,7.0,57.0,5.0,698.0
5,5327,118.0,3.0,101.0,5.0,759.0
5,5328,158.0,7.0,57.0,5.0,1969.0
5,5329,183.0,6.0,87.0,5.0,55771.0
5,5330,158.0,7.0,57.0,5.0,798.0
5,5331,92.0,7.0,45.0,5.0,7690.0
5,5332,158.0,7.0,92.0,5.0,776.0
5,5333,96.0,2.0,52.0,2.0,1200678.0
6,5324,107.0,0.0,0.0,5.0,819.0
6,5325,183.0,6.0,85.0,5.0,14134.0
6,5326,158.0,7.0,57.0,5.0,698.0
6,5327,118.0,3.0,101.0,5.0,1759.0
6,5328,158.0,7.0,57.0,5.0,1982.0
6,5329,158.0,7.0,57.0,5.0,10257.0
6,5330,158.0,7.0,57.0,5.0,798.0
6,5331,81.0,7.0,99.0,5.0,890.0
6,5332,158.0,7.0,92.0,5.0,548.0
6,5333,96.0,2.0,52.0,5.0,678.0
7,5324,105.0,0.0,0.0,0.0,17611.0
7,5325,118.0,3.0,101.0,5.0,134.0
7,5326,158.0,7.0,57.0,5.0,16108.0
7,5327,147.0,6.0,65.0,5.0,1169.0
7,5328,158.0,7.0,57.0,5.0,1912.0
7,5329,158.0,7.0,57.0,5.0,19787.0
7,5330,158.0,7.0,57.0,5.0,791.0
7,5331,66.0,0.0,0.0,5.0,4690.0
7,5332,158.0,7.0,92.0,5.0,549.0
7,5333,9.0,2.0,14.0,2.0,1000078.0
8,5324,105.0,0.0,0.0,0.0,17179.0
8,5325,118.0,3.0,101.0,5.0,134.0
8,5326,158.0,7.0,57.0,3.0,10698.0
8,5327,147.0,6.0,65.0,5.0,1171.0
8,5328,158.0,7.0,57.0,5.0,969.0
8,5329,158.0,7.0,57.0,5.0,10257.0
8,5330,166.0,3.0,95.0,5.0,649.0
8,5331,9.0,2.0,14.0,5.0,1990.0
8,5332,158.0,7.0,92.0,5.0,549.0
8,5333,9.0,2.0,14.0,2.0,1000078.0
9,4223,118.0,3.0,101.0,5.0,309.0
9,4224,118.0,3.0,101.0,5.0,1082.0
9,4225,158.0,7.0,57.0,5.0,1407.0
9,4226,165.0,3.0,78.0,5.0,137.0
9,4227,23.0,2.0,17.0,5.0,19.0
9,4228,158.0,7.0,57.0,5.0,11748.0
9,4229,118.0,3.0,101.0,5.0,48.0
9,4230,165.0,3.0,78.0,5.0,138.0
9,4231,23.0,2.0,17.0,5.0,74.0
9,4232,158.0,7.0,57.0,5.0,902.0
10,5324,105.0,0.0,0.0,0.0,17689.0
10,5325,118.0,3.0,101.0,5.0,134.0
10,5326,107.0,0.0,0.0,5.0,248.0
10,5327,147.0,6.0,65.0,5.0,56.0
10,5328,158.0,7.0,57.0,5.0,1912.0
10,5329,158.0,7.0,57.0,5.0,19782.0
10,5330,158.0,7.0,92.0,5.0,19149.0
10,5331,56.0,7.0,26.0,5.0,569.0
10,5332,158.0,7.0,92.0,5.0,776.0
10,5333,54.0,6.0,25.0,5.0,97678.0
11,5324,105.0,0.0,0.0,0.0,17619.0
11,5325,183.0,6.0,85.0,5.0,16174.0
11,5326,158.0,7.0,57.0,5.0,698.0
11,5327,118.0,3.0,101.0,5.0,867.0
11,5328,158.0,7.0,57.0,5.0,1769.0
11,5329,158.0,7.0,57.0,5.0,19787.0
11,5330,158.0,7.0,57.0,5.0,791.0
11,5331,81.0,7.0,99.0,5.0,4790.0
11,5332,158.0,7.0,92.0,5.0,776.0
11,5333,96.0,2.0,52.0,2.0,678.0
12,5324,118.0,3.0,101.0,5.0,1171.0
12,5325,118.0,3.0,101.0,5.0,174.0
12,5326,158.0,7.0,57.0,5.0,1908.0
12,5327,147.0,6.0,65.0,5.0,19759.0
12,5328,158.0,7.0,57.0,5.0,1629.0
12,5329,158.0,7.0,57.0,5.0,10257.0
12,5330,118.0,3.0,101.0,5.0,349.0
12,5331,56.0,7.0,26.0,5.0,590.0
12,5332,158.0,7.0,92.0,5.0,508.0
12,5333,56.0,7.0,26.0,2.0,678.0
13,5324,105.0,0.0,0.0,0.0,17641.0
13,5325,118.0,3.0,101.0,5.0,134.0
13,5326,158.0,7.0,57.0,5.0,10698.0
13,5327,147.0,6.0,65.0,5.0,1169.0
13,5328,158.0,7.0,57.0,5.0,1912.0
13,5329,158.0,7.0,57.0,5.0,257.0
13,5330,158.0,7.0,57.0,5.0,371.0
13,5331,56.0,7.0,26.0,5.0,590.0
13,5332,158.0,7.0,92.0,5.0,541.0
13,5333,9.0,2.0,14.0,2.0,1200078.0
14,5324,107.0,0.0,0.0,5.0,17641.0
14,5325,183.0,6.0,85.0,5.0,844.0
14,5326,158.0,7.0,57.0,5.0,698.0
14,5327,118.0,3.0,101.0,5.0,1759.0
14,5328,158.0,7.0,57.0,5.0,1169.0
14,5329,158.0,7.0,57.0,5.0,10278.0
14,5330,158.0,7.0,57.0,5.0,798.0
14,5331,66.0,0.0,0.0,5.0,4690.0
14,5332,158.0,7.0,92.0,5.0,776.0
14,5333,96.0,2.0,52.0,2.0,678.0
15,5324,107.0,0.0,0.0,5.0,17699.0
15,5325,183.0,6.0,85.0,5.0,11144.0
15,5326,158.0,7.0,57.0,5.0,698.0
15,5327,118.0,3.0,101.0,5.0,1759.0
15,5328,158.0,7.0,57.0,5.0,29169.0
15,5329,183.0,6.0,87.0,5.0,271.0
15,5330,158.0,7.0,57.0,5.0,791.0
15,5331,69.0,0.0,0.0,5.0,4790.0
15,5332,158.0,7.0,92.0,5.0,576.0
15,5333,96.0,2.0,52.0,5.0,678.0
16,5324,107.0,0.0,0.0,0.0,17619.0
16,5325,118.0,3.0,101.0,5.0,134.0
16,5326,158.0,7.0,57.0,5.0,10698.0
16,5327,147.0,6.0,65.0,5.0,759.0
16,5328,158.0,7.0,57.0,5.0,15369.0
16,5329,158.0,7.0,57.0,5.0,247.0
16,5330,158.0,7.0,57.0,5.0,371.0
16,5331,69.0,7.0,18.0,5.0,4690.0
16,5332,158.0,7.0,92.0,5.0,547.0
16,5333,96.0,2.0,52.0,2.0,1797678.0
17,5324,105.0,0.0,0.0,0.0,17089.0
17,5325,118.0,3.0,101.0,5.0,144.0
17,5326,183.0,6.0,87.0,5.0,90698.0
17,5327,147.0,6.0,65.0,5.0,19167.0
17,5328,158.0,7.0,57.0,5.0,1169.0
17,5329,158.0,7.0,57.0,5.0,10287.0
17,5330,158.0,7.0,57.0,5.0,791.0
17,5331,9.0,2.0,14.0,5.0,8690.0
17,5332,158.0,7.0,92.0,5.0,776.0
17,5333,6.0,0.0,0.0,2.0,78.0
18,1381,23.0,2.0,17.0,5.0,858.0
18,1382,81.0,7.0,99.0,5.0,3967.0
18,1383,118.0,3.0,101.0,5.0,3.0
18,1384,158.0,7.0,57.0,5.0,24270.0
18,1385,118.0,3.0,101.0,5.0,393.0
18,1386,158.0,7.0,57.0,5.0,106.0
18,1387,118.0,3.0,101.0,5.0,43.0
18,1388,118.0,3.0,101.0,5.0,55.0
18,1389,158.0,7.0,57.0,5.0,1703.0
18,1390,158.0,7.0,57.0,5.0,2.0
19,5324,105.0,0.0,0.0,0.0,17641.0
19,5325,118.0,3.0,101.0,5.0,176.0
19,5326,158.0,7.0,57.0,5.0,698.0
19,5327,147.0,6.0,65.0,5.0,1171.0
19,5328,158.0,7.0,57.0,5.0,1912.0
19,5329,187.0,0.0,0.0,5.0,29736.0
19,5330,158.0,7.0,57.0,5.0,549.0
19,5331,60.0,7.0,28.0,5.0,7690.0
19,5332,158.0,7.0,92.0,5.0,576.0
19,5333,9.0,2.0,14.0,5.0,78.0
20,5324,107.0,0.0,0.0,5.0,17179.0
20,5325,183.0,6.0,85.0,5.0,844.0
20,5326,158.0,7.0,57.0,5.0,698.0
20,5327,118.0,3.0,101.0,5.0,59.0
20,5328,158.0,7.0,57.0,5.0,1192.0
20,5329,183.0,6.0,87.0,5.0,9734.0
20,5330,158.0,7.0,57.0,5.0,791.0
20,5331,66.0,0.0,0.0,5.0,4690.0
20,5332,158.0,7.0,92.0,5.0,776.0
20,5333,96.0,2.0,52.0,2.0,278.0
21,5324,107.0,0.0,0.0,0.0,17179.0
21,5325,183.0,6.0,87.0,5.0,4134.0
21,5326,103.0,7.0,51.0,5.0,698.0
21,5327,118.0,3.0,101.0,5.0,1059.0
21,5328,158.0,7.0,57.0,5.0,1912.0
21,5329,158.0,7.0,57.0,5.0,10787.0
21,5330,158.0,7.0,57.0,5.0,371.0
21,5331,56.0,7.0,26.0,5.0,590.0
21,5332,158.0,7.0,92.0,5.0,776.0
21,5333,96.0,2.0,52.0,2.0,678.0
22,5324,105.0,0.0,0.0,0.0,17619.0
22,5325,118.0,3.0,101.0,5.0,1134.0
22,5326,158.0,7.0,57.0,5.0,10698.0
22,5327,147.0,6.0,65.0,5.0,7169.0
22,5328,158.0,7.0,57.0,5.0,29169.0
22,5329,158.0,7.0,57.0,5.0,253.0
22,5330,158.0,7.0,57.0,5.0,791.0
22,5331,92.0,7.0,45.0,5.0,3890.0
22,5332,158.0,7.0,92.0,5.0,549.0
22,5333,9.0,2.0,14.0,2.0,1297678.0
23,1381,23.0,2.0,17.0,5.0,858.0
23,1382,81.0,7.0,99.0,5.0,3997.0
23,1383,118.0,3.0,101.0,5.0,3.0
23,1384,158.0,7.0,57.0,5.0,24270.0
23,1385,118.0,3.0,101.0,5.0,393.0
23,1386,158.0,7.0,57.0,5.0,138.0
23,1387,118.0,3.0,101.0,5.0,393.0
23,1388,158.0,7.0,57.0,5.0,54136.0
23,1389,158.0,7.0,57.0,5.0,703.0
23,1390,158.0,7.0,57.0,5.0,10002.0
24,5324,105.0,0.0,0.0,0.0,17619.0
24,5325,183.0,6.0,87.0,8.0,17174.0
24,5326,158.0,7.0,57.0,8.0,382.0
24,5327,147.0,6.0,65.0,8.0,759.0
24,5328,158.0,7.0,57.0,8.0,1969.0
24,5329,158.0,7.0,57.0,8.0,47.0
24,5330,158.0,7.0,57.0,8.0,349.0
24,5331,81.0,7.0,99.0,8.0,4790.0
24,5332,158.0,7.0,92.0,8.0,376.0
24,5333,158.0,7.0,92.0,8.0,10048.0
25,5324,105.0,0.0,0.0,0.0,17619.0
