session_id,user_id,action,action_type,action_detail,device_type,secs_elapsed
0,0,81.0,7.0,99.0,6.0,29570.954915180362
1,0,81.0,7.0,99.0,6.0,3723.7825474929346
2,0,23.0,2.0,17.0,6.0,744.038606997757
3,0,56.0,6.0,26.0,5.0,35548.752720033655
4,0,142.7730029381068,7.0,67.78020679712351,6.0,929.722301307674
5,0,74.0,3.0,34.0,6.0,517.3339764698876
6,0,118.0,3.0,101.0,7.0,2613.4118060770693
7,0,60.0,7.0,28.0,6.0,5360.561332844701
8,0,74.0,0.0,0.0,6.0,54614.69431287398
9,0,56.0,7.0,26.0,6.0,751.5008513475093
10,1,74.0,3.0,34.0,8.0,403.96555658038875
11,1,147.0,7.0,60.0,8.0,2614.050723684405
12,1,158.0,7.0,57.0,8.0,1049.5025380189766
13,1,104.41460213605038,0.0,0.0,8.0,56.491406512563124
14,1,56.0,7.0,26.0,8.0,935.3167965631258
15,1,56.0,7.0,26.0,8.0,1550.8945727036694
16,1,118.0,3.0,101.0,8.0,358.9462763987262
17,1,102.96391674986525,0.0,0.0,0.0,2906.7198124500787
18,1,74.0,0.0,0.0,8.0,34143.20706362284
19,1,160.6980101826566,7.0,69.92089389177768,9.0,123605.01442747646
20,2,30.323511429346063,6.0,8.241124698955426,6.0,8648.694927859633
21,2,56.0,0.0,0.0,8.0,75802.33749923727
22,2,74.0,0.0,0.0,8.0,92550.27483547972
23,2,158.0,7.0,56.0,8.0,14337.269345047831
24,2,183.0,6.0,85.0,8.0,6401.714796795454
25,2,178.0,7.0,104.0,8.0,365.8656756239095
26,2,23.0,2.0,17.0,8.0,0.0
27,2,154.0,2.0,99.0,8.0,11034.41588888587
28,3,23.0,2.0,17.0,5.0,1209.9165755885715
29,4,6.0,0.0,0.0,11.0,466.99767786990435
30,4,60.0,7.0,28.0,11.0,29063.57666653304
31,4,181.2653976564444,3.0,84.0,11.0,188.96988156331338
32,4,158.0,0.0,0.0,0.0,363.84352485951064
33,4,183.0,6.0,87.13466873298972,11.0,16556.211814111964
34,4,150.0,3.0,41.0,11.0,32.47211507699034
35,4,154.0,2.0,99.0,5.0,778.5785449617789
36,4,158.0,7.0,92.0,11.0,735.2471929321937
37,4,9.0,2.0,14.0,10.0,39.94279498840089
38,4,158.0,7.0,57.0,11.0,26.821801231875153
39,5,158.0,7.0,57.0,6.0,966.331436587802
40,5,20.91472741800184,0.0,0.0,6.0,34.56216738362501
41,5,54.0,6.0,24.0,6.0,494512.90145254706
42,5,118.0,3.0,101.0,6.0,1195.6288153654846
43,5,118.0,3.0,101.0,6.0,759.8067359655473
44,5,154.0,2.0,99.0,6.0,1955.334417091604
45,5,183.0,6.0,85.0,6.0,68832.11584355414
46,5,87.63153331000656,0.0,0.0,6.0,53867.81193952765
47,5,158.0,7.0,57.0,6.0,6155.680433254748
48,5,105.26700330060754,0.0,0.0,6.0,96.95124932938414
49,6,178.0,7.0,104.0,8.0,1836.4601759840282
