individual_id,RELATE,SEX,AGE,MARST,RACE,CITIZEN,SPEAKENG,SCHOOL,EDUC,GRADEATT,SCHLTYPE,EMPSTAT,CLASSWKR,INCTOT,DISABWRK,household_id
0,2,0,44.30393946714734,5,0,0,2,1,6,0,1,3,2,1.0,1,0
1,2,0,17.84829406617053,5,3,2,4,2,7,6,2,1,2,0.0,1,1
2,2,0,3.9827293678909825,5,0,0,0,1,0,0,1,0,0,0.0,0,1
3,0,0,38.542043152126844,0,1,0,2,1,6,0,1,1,2,17.0,2,1
4,2,1,19.0,5,0,0,2,1,6,0,1,1,2,0.0,1,1
5,2,1,30.694029889793708,5,0,0,3,1,10,0,1,1,2,27.770649174362937,1,1
6,2,0,17.885619702012228,5,6,0,2,2,6,6,2,1,2,0.0,1,1
7,1,1,29.0,0,6,0,3,1,7,0,1,1,2,8.0,1,1
8,2,0,7.95479893627756,5,6,0,3,2,0,3,2,0,0,0.0,0,1
9,2,0,21.0,5,5,2,3,2,7,6,2,3,0,0.0,1,1
10,1,1,32.0,0,6,2,3,1,6,0,1,1,2,14.244392038315766,1,2
11,2,1,18.11141222848842,5,7,0,2,2,7,6,3,3,2,0.0,1,2
12,2,0,1.0,5,0,0,0,0,0,0,0,0,0,0.0,0,2
13,2,0,4.0021689195425205,5,7,0,0,1,0,0,1,0,0,0.0,0,2
14,0,0,34.388234786678716,0,0,0,2,1,6,0,1,1,2,39.614013839595756,1,2
15,1,1,46.25649710688732,0,0,0,3,2,7,6,2,1,1,1.0,2,3
16,2,0,7.397033226895493,5,0,0,3,2,1,3,2,0,0,0.0,0,3
17,2,1,1.973385409886218,5,6,0,0,0,0,0,0,0,0,0.0,0,3
18,2,1,1.9944233222303724,5,0,0,0,0,0,0,0,0,0,0.0,0,4
19,1,0,47.36190722552681,0,0,3,3,1,6,0,1,1,2,6.0,1,5
20,2,0,9.16288527460217,5,6,0,3,2,2,4,2,0,0,0.0,0,5
21,1,1,24.233187589169663,0,6,3,4,1,5,0,1,3,1,2.0,2,5
22,2,0,5.886497926620291,5,7,0,3,2,0,2,2,0,0,0.0,0,5
23,0,0,37.817812697656684,0,0,0,2,1,5,0,1,1,1,4.0,1,5
24,2,0,4.875890620381188,5,0,0,2,2,1,1,3,0,0,0.0,0,6
25,2,1,43.491454602793965,3,6,2,3,1,6,0,1,3,0,4.0,1,6
26,0,1,52.0,0,4,3,4,1,6,0,1,1,2,15.86107944193056,1,7
27,7,0,76.01484494735871,0,5,2,5,2,2,4,2,3,0,3.0,1,7
28,0,0,40.0,0,0,0,2,1,6,0,1,1,1,12.0,1,7
29,0,1,65.40384564186155,3,0,0,3,1,4,0,1,3,2,1.0,1,7
30,0,0,56.61243091809231,0,0,0,2,1,6,0,1,1,1,72.29258346258248,1,8
31,2,0,9.0,5,6,0,4,2,0,3,2,0,0,0.0,0,8
32,5,0,2.000575305685725,5,1,0,0,0,0,0,0,0,0,0.0,0,8
33,0,0,62.260660294840314,0,0,0,2,1,7,0,1,3,2,63.21622750276223,1,9
34,0,0,55.358112877671594,0,7,0,3,1,6,0,1,1,2,10.0,1,9
35,0,1,64.68206096961701,4,0,0,2,1,6,0,1,1,2,23.44321434292933,1,9
36,2,1,7.593071080914534,5,0,0,2,2,1,3,3,0,0,0.0,0,10
37,2,1,12.0,5,5,2,4,2,2,4,3,0,0,0.0,0,10
38,2,1,19.80161928871415,5,0,0,2,2,7,6,2,1,2,8.743811518466359,1,11
39,7,1,42.66083186887075,0,0,3,1,1,0,0,1,3,0,0.0,1,12
40,2,1,18.051779594108837,5,5,0,3,2,6,5,2,1,2,0.0,1,12
41,2,1,16.0,5,0,0,2,2,3,5,3,3,0,0.0,1,12
42,1,1,61.9916472490502,0,0,2,5,1,6,0,1,3,0,3.0,2,12
43,6,0,3.0096468215287997,5,6,3,0,1,0,0,1,0,0,0.0,0,12
44,0,0,23.66276344651565,0,0,0,2,2,7,6,2,1,2,15.0,1,13
45,0,0,40.0,0,6,0,3,1,8,0,1,1,2,29.798176187905895,1,13
46,2,0,17.433152861279464,5,0,0,2,2,5,5,2,2,2,0.0,1,14
47,2,0,6.0136225526373845,5,0,0,3,2,1,3,2,0,0,0.0,0,14
48,2,0,30.642356537008343,5,0,0,2,1,6,0,1,1,2,13.935190792329163,1,14
49,2,1,15.000896993326624,5,0,0,2,2,3,5,2,0,0,2.0,0,14
50,0,1,48.053549399314875,3,4,2,4,1,6,0,1,1,2,15.0,1,14
51,2,1,1.950812275413344,5,0,0,0,0,0,0,0,0,0,0.0,0,14
52,1,1,50.85445231939143,0,0,2,4,1,2,0,1,3,0,0.0,1,14
53,0,1,78.94247675112338,4,0,0,2,1,5,0,1,3,0,5.0,1,15
54,2,0,14.0,5,5,0,3,2,2,4,3,0,0,0.0,0,15
55,0,0,45.0,0,0,0,2,1,6,0,1,1,2,26.06761942095905,1,15
56,0,0,30.0,0,6,0,2,1,7,0,1,1,2,13.0,2,15
57,0,0,39.07872085599921,0,5,3,5,1,9,0,1,1,1,49.462421241025986,1,15
58,2,1,3.953172112404247,5,0,0,0,1,0,0,1,0,0,0.0,0,16
59,1,0,80.07192693753268,0,0,3,3,1,6,0,1,3,0,7.0,1,16
60,2,1,11.0,5,5,0,2,2,2,4,2,0,0,0.0,0,16
61,0,0,36.88937556412315,0,0,0,2,1,6,0,1,2,2,3.0,1,17
62,0,0,28.040512366950946,0,6,3,5,1,2,0,1,1,2,12.0,1,17
63,2,1,8.184088673109043,5,1,0,2,2,1,3,2,0,0,0.0,0,17
64,2,1,8.968624011676633,5,0,0,3,2,1,3,2,0,0,0.0,0,17
65,1,1,57.192490644040625,0,7,0,2,1,6,0,1,1,2,35.297275112608276,1,18
66,5,0,2.071535765474818,5,7,0,0,0,0,0,0,0,0,0.0,0,18
67,1,1,40.0,0,0,0,2,1,6,0,1,1,2,16.886812724788907,1,19
68,1,1,32.0,0,0,2,3,1,7,0,1,3,2,3.0,1,20
69,0,1,85.0,4,0,0,2,1,2,0,1,3,0,23.12124359509545,2,20
70,1,1,45.95055253426568,0,0,0,2,1,9,0,1,1,1,35.01360927942802,1,20
71,1,1,46.12470685721038,0,6,3,1,1,0,0,1,3,0,0.0,1,21
72,0,1,51.07462616149112,2,6,3,1,1,1,0,1,2,2,7.0,1,21
73,2,0,19.0,5,6,3,4,1,4,0,1,3,2,3.0,1,21
74,0,0,57.02854231786738,5,0,0,2,1,10,0,1,1,2,3.0,1,21
75,0,1,75.05429984497619,4,4,0,4,1,6,0,1,3,2,5.0,1,21
76,0,0,52.40273821406325,0,0,0,2,1,9,0,1,1,2,26.27850676432111,1,21
77,7,1,85.0,4,0,0,2,1,6,0,1,3,0,6.0,1,21
78,1,1,45.0,0,0,0,2,1,10,0,1,1,2,18.890228797846284,2,22
79,5,0,3.976914275591745,5,6,0,0,2,1,1,2,0,0,0.0,0,22
80,1,1,33.055387258723876,0,0,0,2,1,6,0,1,1,1,8.0,1,22
81,0,0,43.0,0,0,0,2,1,6,0,1,1,2,24.361674930004856,1,22
82,2,1,12.063579253350154,5,5,0,3,2,2,4,2,0,0,0.0,0,22
83,7,0,40.0,5,0,0,2,1,8,0,1,3,2,10.0,2,23
84,0,0,37.03912977519868,0,6,2,4,1,5,0,1,1,2,21.78801599738751,1,23
85,0,1,30.0,0,6,3,1,1,0,0,1,3,2,8.0,1,23
86,2,1,11.0,5,6,0,3,2,2,4,2,0,0,0.0,0,24
87,2,0,14.0,5,6,0,4,2,2,5,2,0,0,0.0,0,25
88,2,1,11.0,5,0,0,2,2,2,4,2,0,0,0.0,0,26
89,1,1,70.88765197887204,0,0,0,2,1,6,0,1,3,0,17.215719236800098,1,27
90,0,0,52.0,0,0,0,2,1,10,0,1,1,2,99.0,1,28
91,2,1,2.0061380796817856,5,0,0,0,0,0,0,0,0,0,0.0,0,28
92,7,1,85.0,4,0,0,2,1,6,0,1,3,0,6.0,1,29
93,2,0,14.0,5,1,0,2,2,2,4,2,0,0,0.0,0,29
94,2,0,45.0,3,2,0,2,1,6,0,1,1,2,10.948105164984252,1,29
95,0,0,40.0,0,6,3,1,1,0,0,1,3,2,5.0,1,29
96,2,1,4.94321734669321,5,5,1,2,1,0,0,1,0,0,0.0,0,29
97,1,1,68.85935309733941,0,0,2,5,1,4,0,1,3,0,2.0,1,29
98,1,0,58.68589946242496,0,1,0,2,1,6,0,1,3,0,12.0,2,30
99,0,0,26.74623722796195,5,0,0,2,1,9,0,1,1,2,52.91863072077684,1,30
100,0,0,41.50113993956235,0,0,0,2,1,9,0,1,1,2,32.63006669446509,1,30
101,2,0,9.0,5,0,0,2,2,1,3,2,0,0,0.0,0,30
102,2,1,19.0,5,0,0,2,1,6,0,1,1,2,0.0,1,31
103,1,1,38.01602484874875,0,0,3,5,1,2,0,1,1,2,6.0,2,31
104,1,1,24.935812131552574,0,6,3,2,2,7,6,2,1,2,14.936840599962435,2,32
105,2,0,3.0015426362564424,5,0,0,0,1,0,0,1,0,0,0.0,0,32
106,0,1,27.95600416965488,2,1,0,2,2,6,6,2,3,2,10.0,1,33
107,2,0,10.42025662670006,5,0,0,2,2,2,4,2,0,0,0.0,0,33
108,0,0,24.381277925769563,0,0,0,2,1,5,0,1,3,2,2.0,1,34
109,7,0,34.854458644748576,5,0,0,2,1,2,0,1,3,0,0.0,2,35
110,2,1,18.074102627960755,5,0,0,2,2,6,5,2,3,0,0.0,1,36
111,1,1,67.39864755636053,0,0,0,2,1,7,0,1,1,2,2.1709463017409,1,36
112,1,1,41.95070182528678,0,6,0,3,1,1,0,1,2,2,0.0,1,36
113,2,1,12.0,5,0,0,2,2,2,4,2,0,0,0.0,0,37
114,2,1,9.840482863053328e-06,5,6,0,0,0,0,0,0,0,0,0.0,0,37
115,7,0,30.593694667739584,5,5,0,2,1,10,0,1,1,2,17.0,1,38
116,0,0,47.60755698921434,0,0,0,2,1,6,0,1,1,2,19.781836273453063,1,38
117,0,1,42.021274380926904,2,1,0,2,2,7,6,3,3,2,15.0,1,38
118,1,1,39.183973913671224,0,0,0,2,1,9,0,1,1,2,4.0,1,38
119,7,0,20.04146165684899,1,0,0,5,1,6,0,1,2,2,12.0,2,39
120,1,1,41.81901424189126,0,0,0,3,1,6,0,1,1,2,29.708702827525563,1,39
121,0,1,26.000189745236554,5,5,2,4,1,6,0,1,3,0,0.0,1,39
122,2,0,5.046265633533873,5,5,0,5,2,1,2,2,0,0,0.0,0,40
123,1,1,51.09252774834581,0,0,0,2,1,7,0,1,3,2,0.0,1,41
124,0,0,40.0,0,6,0,3,1,8,0,1,1,2,29.95520981303929,1,41
125,0,0,46.483956535901584,3,0,0,2,1,6,0,1,1,1,25.865319354829147,1,41
126,0,1,76.9641736726201,4,0,0,2,1,7,0,1,3,1,29.930272092616416,1,41
127,0,1,78.17791058427224,4,0,0,2,1,7,0,1,1,1,6.0,1,42
128,0,0,79.98236361619631,0,1,0,2,1,6,0,1,3,0,4.0,1,43
129,2,0,5.962086885484095,5,4,0,4,2,1,3,2,0,0,0.0,0,43
130,0,1,66.46567680975197,4,0,0,2,1,6,0,1,3,0,10.0,1,43
131,2,0,22.1374986465865,5,6,3,3,1,6,0,1,1,2,10.0,1,43
132,7,0,36.0,3,0,0,2,1,8,0,1,1,2,17.0,1,44
133,5,1,3.9713377467858266,5,0,3,0,2,1,2,2,0,0,0.0,0,45
134,1,0,81.22150509074538,0,0,0,2,1,10,0,1,3,0,62.31533725430541,1,45
135,1,1,81.24826485019048,0,0,0,2,1,9,0,1,3,0,6.0,1,45
136,1,1,59.95500251398193,0,0,0,2,1,3,0,1,3,2,0.0,1,46
137,2,1,1.9730893028961278,5,0,0,0,0,0,0,0,0,0,0.0,0,47
138,1,1,25.307268110112425,0,6,3,4,1,3,0,1,3,1,4.007174297220292,2,48
139,7,1,36.41004403683325,2,0,0,2,1,6,0,1,3,2,5.0,1,49
140,0,0,41.0,0,0,0,2,1,8,0,1,1,2,36.459981276483724,1,49
141,2,0,2.033170750720595,5,0,0,0,0,0,0,0,0,0,0.0,0,49
142,2,1,5.106188076963945,5,0,0,4,2,0,2,2,0,0,0.0,0,49
143,3,1,85.0,4,0,0,2,1,3,0,1,3,0,13.0,2,50
144,3,0,75.06067681203363,0,5,3,1,1,0,0,1,3,0,2.0,1,51
145,2,0,14.181063348318803,5,0,0,3,2,4,5,2,0,0,0.0,0,51
146,2,0,32.0,1,3,3,5,1,3,0,1,1,2,7.0,1,51
147,2,1,1.9669986887291866,5,0,0,0,0,0,0,0,0,0,0.0,0,51
148,2,1,12.078898593365048,5,0,0,2,2,2,4,2,0,0,0.0,0,51
149,0,0,58.02019790066742,0,7,0,2,1,6,0,1,3,2,98.99988875724978,2,51
150,2,0,22.93102289641561,5,0,0,4,1,0,0,1,3,2,5.0,1,51
151,2,1,23.11706827005205,5,5,0,3,2,9,7,2,1,2,17.0,1,51
152,0,0,51.109911932740204,0,0,2,1,1,0,0,1,1,1,6.0,1,51
153,7,0,20.087196568026613,5,0,3,5,1,6,0,1,3,0,0.0,1,51
154,0,1,67.81980060226745,4,0,0,2,1,10,0,1,1,1,29.965178776674986,1,51
155,2,0,3.0064939717736165,5,2,0,0,2,0,1,2,0,0,0.0,0,51
156,2,1,17.107484775842302,5,5,0,2,2,5,5,3,1,2,0.0,1,52
157,0,1,30.0,3,0,3,3,1,9,0,1,1,2,32.036850115397925,2,52
158,0,0,69.89434036427555,3,1,0,2,1,3,0,1,3,0,4.0,1,53
159,2,1,2.008892420752986,5,6,0,0,0,0,0,0,0,0,0.0,0,54
160,1,1,41.0,0,5,2,3,1,0,0,1,3,0,0.0,1,54
161,2,1,16.811847709571637,5,6,0,3,2,4,5,2,3,0,0.0,1,55
162,5,0,2.978782210642419,5,1,0,0,2,0,2,2,0,0,0.0,0,55
163,2,1,19.958971911327406,1,0,0,2,1,7,0,1,3,2,10.0,1,55
164,0,0,21.81680814984844,5,0,0,2,1,6,0,1,1,2,9.0,1,55
165,0,1,37.678037882768436,3,1,0,2,1,7,0,1,1,2,15.0,1,55
166,2,0,17.210149291845177,5,1,0,2,2,5,5,2,3,0,0.0,1,56
167,2,1,9.422761684973458e-06,5,0,0,0,0,0,0,0,0,0,0.0,0,56
168,2,0,45.74408668196647,4,0,0,2,1,6,0,1,1,2,15.0,2,57
169,2,1,9.510573330927537,5,0,0,2,2,1,3,2,0,0,0.0,0,57
170,0,1,36.0,2,0,0,2,1,6,0,1,1,2,16.13741813661517,1,57
171,2,0,2.02574650953781,5,0,0,0,0,0,0,0,0,0,0.0,0,58
172,2,0,30.0,5,0,0,2,1,7,0,1,2,2,1.0,2,58
173,2,0,3.010313619227454,5,0,0,0,2,1,1,2,0,0,0.0,0,58
174,2,1,9.446143183731702e-06,5,0,0,0,0,0,0,0,0,0,0.0,0,58
175,1,1,48.19522058751201,0,7,0,3,1,6,0,1,3,0,0.0,1,59
176,2,1,3.0077228401065055,5,0,0,0,1,0,0,1,0,0,0.0,0,59
