household_id,FARM,OWNERSHP,ACREHOUS,TAXINCL,PROPINSR,COSTELEC,VALUEH,ROOMS,PLUMBING,PUMA
0,0,0,0,0,0.0,0.0,99.0,0,0,182
1,0,1,1,2,59.0,7.0,8.0,5,2,87
2,0,2,1,0,0.0,10.0,99.0,4,2,213
3,0,2,1,0,0.0,7.0,99.0,5,2,66
4,0,1,1,1,46.03574765203737,10.893351353010885,16.0,7,2,24
5,0,2,1,0,0.0,10.0,99.0,4,2,212
6,1,1,1,1,59.0,10.0,87.0,8,2,228
7,0,1,1,2,59.0,12.0,27.0,5,2,64
8,0,2,0,0,0.0,1.0432951884517383,99.0,2,2,169
9,0,2,0,0,0.0,4.0,99.0,4,2,207
10,0,1,1,0,44.72043456955747,6.0,87.0,6,2,78
11,0,2,1,0,0.0,2.0,99.0,5,2,217
12,0,2,1,0,0.0,3.0,99.0,2,2,144
13,0,2,1,0,0.0,22.97608493544817,99.0,5,2,17
14,0,2,1,0,0.0,99.0,99.0,3,2,169
15,0,1,1,1,40.18986840834471,7.0,27.0,7,2,158
16,0,2,0,0,0.0,3.0,99.0,2,2,138
17,0,1,1,1,49.87808763777223,12.0,62.0,8,2,119
18,0,2,1,0,0.0,4.983145749529882,99.0,6,2,125
19,0,1,1,2,53.83569796969056,8.936180776128463,9.0,7,2,213
20,0,1,1,1,20.247256996829492,18.020003746350046,5.0,3,2,92
21,0,2,1,0,0.0,7.0,99.0,3,2,220
22,0,1,1,1,16.654471891398615,3.0,4.0,4,2,30
23,0,2,1,0,0.0,99.0,99.0,8,2,174
24,0,0,0,0,0.0,0.0,99.0,0,0,63
25,0,2,0,0,0.0,6.0,99.0,2,2,204
26,0,1,1,0,48.17525911548863,7.0,35.0,3,2,120
27,0,1,1,2,24.92730734660597,8.0,11.0,3,2,189
28,0,1,1,0,59.0,0.0,35.0,8,2,49
29,0,1,1,0,59.0,7.0,8.0,5,2,90
30,0,2,0,0,0.0,7.0,99.0,5,2,132
31,0,1,1,1,49.903050820144315,4.862138095654014,22.0,6,2,11
32,0,1,1,0,59.0,2.0,13.0,4,2,36
33,0,1,1,2,30.323123042154503,12.0,16.0,7,2,203
34,0,2,0,0,0.0,2.0,99.0,4,2,177
35,0,2,0,0,0.0,7.0,99.0,1,2,100
36,0,1,0,0,59.0,1.0137062511685198,22.0,6,2,17
37,0,2,1,0,0.0,99.0,99.0,3,2,229
38,0,1,1,1,59.0,10.0,35.0,3,2,118
39,0,2,0,0,0.0,5.18868098414891,99.0,4,2,119
40,0,2,1,0,0.0,9.053220137194803,99.0,4,2,29
41,0,1,1,1,49.99383936889666,14.909563153243223,27.0,9,2,11
42,0,0,0,0,0.0,0.0,99.0,0,0,178
43,0,2,0,0,0.0,2.0,99.0,2,2,201
44,0,2,0,0,0.0,99.0,99.0,1,2,69
45,0,1,1,1,39.91481276499397,6.0,6.0,3,2,212
46,0,0,0,0,0.0,0.0,99.0,0,0,15
47,0,2,0,0,0.0,6.0,99.0,2,2,63
48,0,2,1,0,0.0,3.0,99.0,2,2,138
49,0,2,0,0,0.0,6.0,99.0,2,2,61
50,0,1,1,0,59.0,13.839282768899723,35.0,9,2,201
51,0,1,1,0,59.0,7.0,16.0,6,2,193
52,0,1,1,1,59.0,20.896236241391925,27.0,8,2,125
53,0,2,0,0,0.0,1.036517111744951,99.0,3,2,133
54,0,2,1,0,0.0,0.939133829401845,99.0,4,2,199
55,0,2,1,0,0.0,15.720341582358287,99.0,4,2,111
56,0,2,1,0,0.0,4.0,99.0,3,2,171
57,0,2,0,0,0.0,1.0808094888026396,99.0,3,2,223
58,0,1,1,1,44.882728257732296,9.028585363030857,18.0,6,2,184
59,0,2,1,0,0.0,23.757400654202534,99.0,5,2,17
60,0,2,0,0,0.0,0.0,99.0,1,2,204
61,0,2,2,0,0.0,14.392631269719148,99.0,6,2,87
62,0,2,0,0,0.0,4.0,99.0,5,2,229
63,0,2,0,0,0.0,40.97369036926544,99.0,2,2,202
64,0,2,0,0,0.0,1.158049326006374,99.0,3,2,224
65,0,1,1,2,50.26289132493146,2.0,7.0,2,2,128
66,0,2,0,0,0.0,9.145131477136026,99.0,4,2,69
67,0,1,1,1,59.0,2.0,18.0,3,2,199
68,0,1,0,2,14.68848882073317,4.995609089188708,22.0,4,2,201
69,0,0,0,0,0.0,0.0,99.0,0,0,195
70,0,2,1,0,0.0,4.0,99.0,5,2,44
71,0,1,1,1,49.86108398792618,6.0,18.0,6,2,34
72,0,1,1,2,29.774509935566453,4.99338665503703,22.0,4,2,86
73,0,1,1,1,34.93545498228765,6.0,22.0,4,2,173
74,0,1,1,2,40.019793959773025,3.0,35.0,4,2,115
75,0,2,0,0,0.0,19.98381349036211,99.0,6,2,119
76,0,1,1,2,59.0,6.0,11.0,6,2,174
77,0,2,1,0,0.0,23.706675985855014,99.0,5,2,88
78,0,2,0,0,0.0,7.0,99.0,5,2,230
79,0,1,1,1,34.68023428819422,14.106409213290512,22.0,6,2,223
80,0,1,1,1,59.0,4.0,22.0,5,2,162
81,0,2,0,0,0.0,99.0,99.0,9,2,9
82,0,2,0,0,0.0,4.0,99.0,4,2,77
83,0,1,0,2,16.787742019633285,2.0,11.0,4,2,204
84,0,2,0,0,0.0,12.0,99.0,2,2,46
85,0,2,0,0,0.0,2.0,99.0,1,2,71
86,0,2,0,0,0.0,2.0,99.0,1,2,135
87,0,2,0,0,0.0,3.0,99.0,3,2,48
88,0,1,1,0,40.04382973713259,2.0,11.0,3,2,220
89,0,1,1,2,49.92829157845274,3.0,6.0,4,2,113
90,0,2,1,0,0.0,12.0,99.0,5,2,189
91,0,2,1,0,0.0,10.0,99.0,3,2,52
92,0,1,1,0,59.0,0.0,18.0,2,2,28
93,0,1,1,2,43.53507857286029,4.926251398684091,18.0,7,2,224
94,0,1,1,1,59.0,6.0,27.0,6,2,179
95,0,1,1,1,59.0,12.0,35.0,9,2,192
96,0,1,1,2,59.0,30.3346607874779,45.0,9,2,124
97,0,1,1,0,59.0,4.919185562194803,16.0,8,2,143
98,0,1,1,1,59.0,10.898196610226083,35.0,9,2,228
99,0,0,0,0,0.0,0.0,99.0,0,0,194
100,0,2,0,0,0.0,3.0,99.0,4,2,181
101,0,2,0,0,0.0,10.0,99.0,4,2,90
102,0,2,1,0,0.0,4.8907233742090295,99.0,6,2,126
103,0,1,1,2,50.19315893016271,0.9814736589994464,16.0,4,2,13
104,0,0,0,0,0.0,0.0,99.0,0,0,214
105,0,1,1,1,29.001608708363786,3.0,18.0,3,2,98
106,0,1,1,0,34.828397536625715,6.0,45.0,4,2,143
107,0,1,1,1,59.0,13.94428472754796,62.0,8,2,206
108,0,1,1,2,59.0,8.0,13.0,5,2,104
109,0,1,1,2,49.87462362555704,18.317669515867554,22.0,9,2,149
110,0,1,1,1,48.10781038094179,12.0,16.0,3,2,223
