loyalty_history_id,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,clv,enrollment_type,enrollment_year,enrollment_month,cancellation_year,cancellation_month
0,1.0,7.0,21.0,31.09462789988195,1.0,1.0,78343.82966426665,2.0,2.0,9060.900859997479,1.0,2018.0,2.0,0.0,0.0
1,1.0,6.0,7.0,2.991609110721607,2.0,1.0,80411.17320410091,2.0,3.0,5386.47290537134,2.0,2018.0,11.0,0.0,0.0
2,1.0,2.0,24.0,49.97453400727963,1.0,1.0,54019.488381116964,2.0,3.0,3420.002054069755,2.0,2015.0,12.0,2017.0,6.0
3,1.0,6.0,7.0,3.028067379375102,2.0,1.0,66991.97127779451,2.0,2.0,7431.95580104181,2.0,2016.0,7.0,0.0,0.0
4,1.0,7.0,21.0,33.67753486167488,1.0,1.0,61014.810537523685,2.0,1.0,5530.037955403809,2.0,2018.0,7.0,0.0,0.0
5,1.0,2.0,24.0,52.015006837407995,2.0,2.0,0.0,3.0,2.0,11313.92005887291,2.0,2013.0,8.0,0.0,0.0
6,1.0,1.0,2.0,40.98250613785437,2.0,2.0,0.0,3.0,3.0,2150.9379709551295,2.0,2016.0,6.0,0.0,0.0
7,1.0,10.0,17.0,39.98091931543838,1.0,1.0,93201.9292133744,2.0,2.0,4575.5812901839745,2.0,2016.0,5.0,0.0,0.0
8,1.0,8.0,3.0,4.037173053046065,2.0,2.0,0.0,3.0,2.0,7494.890219620362,2.0,2017.0,4.0,0.0,0.0
9,1.0,6.0,7.0,3.0340125640522926,1.0,1.0,102576.54644713373,2.0,3.0,8269.91108471614,2.0,2015.0,4.0,2018.0,2.0
10,1.0,2.0,24.0,51.0,1.0,1.0,70202.96329085101,2.0,2.0,5783.104817956568,2.0,2017.0,1.0,0.0,0.0
11,1.0,7.0,21.0,21.952843032742543,1.0,1.0,78667.30147729936,1.0,3.0,4361.1294264171775,2.0,2018.0,1.0,2018.0,9.0
12,1.0,7.0,21.0,31.047475962101245,1.0,2.0,0.0,3.0,1.0,6263.3241915551225,2.0,2015.0,6.0,0.0,0.0
13,1.0,9.0,13.0,10.019611640124177,2.0,2.0,0.0,3.0,3.0,2713.7641985242935,2.0,2013.0,3.0,0.0,0.0
14,1.0,9.0,13.0,14.075458695729907,1.0,1.0,63780.99779586266,3.0,3.0,26073.314619364373,2.0,2015.0,11.0,0.0,0.0
15,1.0,7.0,23.0,19.905160530172925,2.0,2.0,0.0,2.0,2.0,3279.0834444681823,2.0,2013.0,6.0,0.0,0.0
16,1.0,7.0,21.0,22.93159693532691,1.0,1.0,81599.10331634116,2.0,3.0,11752.955835375855,2.0,2013.0,1.0,2017.0,5.0
17,1.0,7.0,21.0,22.98363011445082,2.0,1.0,85587.30009089931,2.0,1.0,9149.751443478384,2.0,2014.0,4.0,2014.0,12.0
18,1.0,7.0,10.0,29.95274901859714,1.0,1.0,72459.33869590565,2.0,1.0,9389.513675177135,2.0,2014.0,10.0,2017.0,11.0
