activity_id,year,month,total_flights,distance,points_accumulated,points_redeemed,dollar_cost_points_redeemed,loyalty_history_id
0,2018.0,4.0,0.0,0.0,0.0,0.0,0.0,0
1,2018.0,4.0,4.0,5378.4157424342475,5393.836530156097,0.0,0.0,0
2,2018.0,6.0,3.0,3130.4421962757083,3130.6989242065183,0.0,0.0,0
3,2018.0,9.0,1.0,1733.698831020715,1729.8452419829678,0.0,0.0,0
4,2018.0,4.0,4.0,7290.168600179995,7286.852832457571,0.0,0.0,0
5,2017.0,9.0,4.0,4476.851097112888,4478.627915980857,0.0,0.0,0
6,2018.0,11.0,0.0,0.0,0.0,0.0,0.0,0
7,2018.0,6.0,9.0,21093.285562722882,30819.584055202144,604.9189997952593,108.90686460488376,0
8,2018.0,9.0,0.0,0.0,0.0,0.0,0.0,0
9,2018.0,12.0,0.0,0.0,0.0,0.0,0.0,0
10,2018.0,9.0,0.0,0.0,0.0,0.0,0.0,0
11,2018.0,10.0,4.0,5018.129373917843,5023.119067692877,0.0,0.0,1
12,2017.0,9.0,0.0,0.0,0.0,0.0,0.0,1
13,2017.0,3.0,0.0,0.0,0.0,0.0,0.0,1
14,2018.0,3.0,0.0,0.0,0.0,0.0,0.0,1
15,2017.0,12.0,5.0,11662.445123405416,11649.544686497115,0.0,0.0,1
16,2017.0,10.0,0.0,0.0,0.0,0.0,0.0,1
17,2017.0,10.0,1.0,1870.8123180169316,1872.7373784512704,0.0,0.0,1
18,2017.0,11.0,0.0,0.0,0.0,0.0,0.0,1
19,2018.0,11.0,2.0,1921.5918777169197,2722.7160927857826,351.8734310900923,62.2039425716234,1
20,2018.0,9.0,5.0,7437.885881521601,7439.463624442729,0.0,0.0,1
21,2017.0,1.0,3.0,2614.8768427161963,2619.6963141216133,0.0,0.0,1
22,2017.0,5.0,0.0,0.0,0.0,0.0,0.0,1
23,2017.0,7.0,2.0,2471.0748850823556,2467.578884939651,0.0,0.0,1
24,2017.0,11.0,4.0,4935.444426508858,4940.251492638744,0.0,0.0,1
25,2018.0,2.0,0.0,0.0,0.0,0.0,0.0,1
26,2017.0,1.0,2.0,1239.2885248471332,1239.6868429366766,0.0,0.0,1
27,2018.0,3.0,0.0,0.0,0.0,0.0,0.0,1
28,2017.0,2.0,0.0,0.0,0.0,0.0,0.0,1
29,2018.0,12.0,3.0,6636.866907689877,6637.625674206983,0.0,0.0,1
30,2018.0,5.0,0.0,0.0,0.0,0.0,0.0,1
31,2018.0,2.0,3.0,3578.0801069047425,3577.7656818963483,455.35656614634706,81.52932853681742,1
32,2017.0,9.0,3.0,2459.6806960966874,2454.679028335773,0.0,0.0,1
33,2018.0,2.0,1.0,1540.5682679196036,1541.9140336491932,353.5110886926785,63.42010072531893,1
34,2018.0,5.0,0.0,0.0,0.0,0.0,0.0,1
35,2017.0,10.0,0.0,0.0,0.0,0.0,0.0,2
36,2017.0,3.0,0.0,0.0,0.0,0.0,0.0,2
37,2017.0,6.0,0.0,0.0,0.0,0.0,0.0,2
38,2017.0,9.0,0.0,0.0,0.0,0.0,0.0,2
39,2018.0,5.0,0.0,0.0,0.0,0.0,0.0,2
40,2017.0,3.0,4.0,7926.278854403751,7924.866922036543,0.0,0.0,2
41,2017.0,3.0,1.0,1923.800467843737,1931.2915690891693,360.50796544461525,64.03925283524711,2
42,2017.0,4.0,3.0,5494.151050954346,5494.249318363633,0.0,0.0,2
