t1_id,child_feature_1,child_feature_2,child_feature_3,child_feature_4,child_feature_5,child_feature_6,child_feature_7,child_feature_8,t2_id
1,0.9299940512930855,0.4378111832328957,-0.43259545656799303,1.6229489296649489,2.159575759750244,2.9156550806107333,1.5202881663291774,1.283793421307966,0
2,0.4720716029616515,0.4116473013900015,1.3145747753871404,1.8787817032875562,2.0854777581988193,1.5165572621557528,2.0235053726307535,-1.2027909028307224,1
3,0.21773066874342195,0.36784141730521813,0.8196933103872195,-0.6582063356759107,1.9566861920614553,1.0473879697034774,1.113156484405651,-1.0164706758433626,2
4,1.5065892893205552,0.18509574787004668,1.7991526552459578,2.570753269882256,0.12803679031407678,-0.5856904471510174,0.9054379416501399,0.1626764137536314,3
5,1.0834615683547022,-0.11062069195870006,1.3261755126600443,0.7413027281278947,2.0319859288484374,-0.7518619715342743,1.639003082664618,1.4729349769784925,4
6,1.316193269970665,0.6398456098153738,0.5322420687403067,2.1193179530215263,-0.22310742343943812,-0.669140090763267,1.4102826268061364,-0.4332074222533173,5
7,1.8877114612046182,1.2089708759417224,0.5932499178409143,1.534730109449728,0.04973875095431146,0.7346568624045127,2.0368565591058276,0.15368771393703273,6
8,0.9955597791848839,0.7569404969535405,0.19860578098536885,1.1334109287391607,0.9907900662052087,1.793927182524946,1.464037126952603,1.438750269855506,7
9,1.0777544946578164,1.1939124664990088,1.5337765495561466,-1.1147434080088061,-0.7432642901597399,1.3563358635015548,3.876646538606764,2.6622597294999384,8
10,-1.004661738157472,0.9668206014093251,-0.5131991898364368,-0.1757491099592583,0.6451269246441242,0.05466095480410793,0.5693203972979486,0.049404585263223555,9
11,1.0302707027584967,1.1766846115679823,1.4985206389309544,2.1165868098938425,2.0859374630156493,2.202985961309003,-0.9743509068505871,-0.4956235040337844,10
12,1.7887181440507747,2.9260739577428287,2.1578888738846524,2.3911334883731885,1.5050596704691719,1.2619333911255424,2.0669066308898305,1.4927046634923369,11
13,1.142524043995359,0.4245845825300709,2.2878501367486574,2.1645233657626046,1.1812145454037453,0.6625831435178475,0.6164928792937212,2.081059855354127,12
14,0.49924062434558847,2.0449066862399112,0.6685985043438976,2.360422569304157,0.6340033094871668,2.8924672875215007,0.7046786875598319,0.5849414541469995,13
15,0.5966135555780046,2.698373623126714,1.8324052887799245,0.7689219501596953,1.1222285719638472,-0.029436587137295245,2.0687041781314885,2.0847815620347854,14
16,2.4515106371913564,0.7539623985822488,0.9080844573119918,1.5412218485861362,0.14305759421812592,0.28652607741284564,0.9458851073430691,1.4740837919656706,15
17,-0.2511989237594392,-0.3665268597512916,3.787970918589692,1.6271455438793563,2.581075137725044,1.0548541556630504,0.71521668498194,-0.4778155100537589,16
18,1.757427981934709,0.3912488526178478,0.687951226274159,2.816945030106498,-0.2834609915431061,1.318118667537548,0.425901361377256,1.9628155771677394,17
19,2.293881375825925,0.7689041027138942,-0.6942371995036203,0.24927701476740105,-1.2949891220526757,1.0200182246545937,0.814712441361041,-1.0989438927421098,18
20,0.8753868245896796,0.04306609574206033,1.0156386809386406,0.9860812479864486,0.005160307228422645,1.5370063570187784,2.0090370420009753,2.541516223929532,19
