household_id,FARM,OWNERSHP,ACREHOUS,TAXINCL,PROPINSR,COSTELEC,VALUEH,ROOMS,PLUMBING,PUMA
0,0,2,0,0,0,99,99,3,2,228
1,0,2,1,0,0,0,99,3,2,10
2,0,1,1,1,59,12,45,9,2,206
3,0,2,1,0,0,4,99,5,2,88
4,0,1,1,1,59,7,35,5,2,117
5,0,1,1,2,59,5,7,5,2,103
6,0,2,0,0,0,4,99,2,2,71
7,0,1,1,0,59,12,13,6,2,32
8,0,1,1,2,54,3,9,5,2,25
9,0,1,1,2,59,14,7,5,2,105
10,0,0,0,0,0,0,99,0,0,119
11,0,2,0,0,0,4,99,2,2,5
12,0,1,1,1,59,6,99,9,2,186
13,0,1,1,1,33,15,35,7,2,220
14,0,2,1,0,0,4,99,6,2,221
15,0,1,1,2,43,13,18,6,2,18
16,0,2,0,0,0,7,99,1,2,160
17,0,2,0,0,0,3,99,5,2,185
18,0,2,0,0,0,5,99,1,2,50
19,0,1,1,0,50,9,16,7,2,211
20,0,2,0,0,0,7,99,4,2,77
21,0,2,0,0,0,0,99,2,2,133
22,0,2,0,0,0,5,99,4,2,68
23,0,1,2,1,59,20,11,6,2,17
24,0,2,0,0,0,4,99,4,2,18
25,0,1,1,2,13,6,9,5,2,221
26,0,1,1,2,18,2,3,7,2,34
27,1,1,1,2,59,5,13,6,2,111
28,0,1,1,0,59,18,87,7,2,87
29,0,1,1,2,13,11,22,4,2,115
30,0,2,0,0,0,2,99,3,2,127
31,0,0,0,0,0,0,99,0,0,176
32,0,1,1,0,59,6,7,4,2,27
33,0,2,0,0,0,6,99,1,2,174
34,0,2,1,0,0,99,99,5,2,227
35,0,0,0,0,0,0,99,0,0,114
36,0,2,1,0,0,6,4,6,2,66
37,0,1,0,1,59,2,87,6,2,50
38,0,1,1,2,59,6,35,7,2,234
39,0,1,1,2,50,4,2,5,2,11
40,0,1,1,1,59,9,45,9,2,157
41,0,1,1,0,22,99,6,4,2,103
42,0,1,1,0,36,8,5,6,2,16
43,0,2,0,0,0,99,99,4,2,230
44,0,2,0,0,0,5,99,4,2,98
45,0,1,1,1,59,6,27,9,2,69
46,0,1,1,1,40,10,27,7,2,31
47,0,2,1,0,0,10,99,6,2,127
48,0,0,0,0,0,0,99,0,0,81
49,0,1,1,2,59,8,13,6,2,221
50,0,2,1,0,0,8,99,4,2,12
51,0,2,0,0,0,6,99,2,2,116
52,0,1,1,2,23,10,13,3,2,112
53,0,1,1,2,59,99,16,4,2,203
54,0,2,1,0,0,6,99,4,2,18
55,0,2,0,0,0,11,99,5,2,1
56,0,1,1,2,50,10,35,8,2,206
57,0,1,1,2,35,12,8,5,2,97
58,0,1,1,2,59,6,62,7,2,171
59,0,0,0,0,0,0,99,0,0,102
60,0,1,1,2,33,12,22,6,2,106
61,0,2,1,0,0,30,99,3,2,88
62,0,1,1,1,59,7,18,5,2,119
63,0,2,0,0,0,4,99,3,2,12
64,0,2,0,0,0,5,99,3,2,225
65,0,1,1,1,25,12,45,8,2,165
66,0,2,1,0,0,99,99,5,2,85
67,0,1,1,0,59,7,11,8,2,66
68,0,2,1,0,0,4,99,5,2,206
69,0,1,0,2,17,2,11,4,2,202
70,0,2,1,0,0,12,99,6,2,69
71,0,1,1,1,55,7,45,4,2,58
72,0,1,0,0,12,1,2,3,2,222
73,0,2,0,0,0,5,99,5,2,193
74,0,1,1,1,26,8,5,3,2,96
75,0,0,0,0,0,0,99,0,0,71
76,0,1,1,0,54,7,35,5,2,132
77,0,1,1,2,20,57,6,5,2,114
