activity_id,year,month,total_flights,distance,points_accumulated,points_redeemed,dollar_cost_points_redeemed,loyalty_history_id
0,2018.0,2.0,0.0,0.0,0.0,0.0,0.0,0
1,2018.0,7.0,2.0,3665.4580265447207,3663.417346782607,0.0,0.0,0
2,2017.0,6.0,5.0,9650.919136846554,9643.719641836418,0.0,0.0,0
3,2017.0,5.0,2.0,3715.0209076149645,3712.690315780166,0.0,0.0,0
4,2018.0,9.0,3.0,5718.403596677042,5733.192859375163,0.0,0.0,0
5,2017.0,8.0,3.0,6024.7452208942295,6012.416759769907,0.0,0.0,0
6,2017.0,5.0,2.0,3103.68931844815,3105.012161334244,0.0,0.0,0
7,2017.0,11.0,0.0,0.0,0.0,0.0,0.0,0
8,2017.0,6.0,0.0,0.0,0.0,0.0,0.0,0
9,2017.0,8.0,0.0,0.0,0.0,0.0,0.0,0
10,2017.0,6.0,5.0,8198.913862340663,8201.555795835466,0.0,0.0,0
11,2018.0,5.0,4.0,8852.911389333092,8835.047735041211,0.0,0.0,0
12,2018.0,3.0,1.0,722.4934952230818,719.0312187974853,0.0,0.0,0
13,2017.0,3.0,5.0,8664.23851171084,8658.16475063132,0.0,0.0,0
14,2017.0,4.0,0.0,0.0,0.0,0.0,0.0,0
15,2017.0,4.0,1.0,1630.3696853729493,1632.58532836844,0.0,0.0,0
16,2017.0,4.0,0.0,0.0,0.0,0.0,0.0,0
17,2017.0,7.0,2.0,3577.6228720141503,3574.9394759057627,0.0,0.0,0
18,2018.0,11.0,0.0,0.0,0.0,0.0,0.0,0
19,2018.0,5.0,4.0,6653.87594891305,6650.9146415173855,0.0,0.0,0
20,2017.0,12.0,0.0,0.0,0.0,575.0657206979827,103.5380628644387,0
21,2018.0,11.0,0.0,0.0,0.0,0.0,0.0,0
22,2018.0,5.0,0.0,0.0,0.0,0.0,0.0,0
23,2018.0,5.0,2.0,4701.884558788384,4702.227790890257,0.0,0.0,0
24,2017.0,3.0,0.0,0.0,0.0,0.0,0.0,1
25,2018.0,6.0,0.0,0.0,0.0,0.0,0.0,1
26,2017.0,4.0,3.0,6857.4989028208,6857.837489552807,0.0,0.0,1
27,2017.0,2.0,0.0,0.0,0.0,0.0,0.0,1
28,2017.0,8.0,0.0,0.0,0.0,0.0,0.0,1
29,2017.0,2.0,0.0,0.0,0.0,0.0,0.0,1
30,2017.0,2.0,0.0,0.0,0.0,0.0,0.0,1
31,2018.0,10.0,0.0,0.0,0.0,0.0,0.0,1
32,2018.0,3.0,0.0,0.0,0.0,0.0,0.0,1
33,2018.0,10.0,0.0,0.0,0.0,0.0,0.0,1
34,2018.0,7.0,0.0,0.0,0.0,0.0,0.0,1
35,2018.0,2.0,0.0,0.0,0.0,0.0,0.0,1
36,2018.0,10.0,0.0,0.0,0.0,0.0,0.0,1
37,2017.0,4.0,0.0,0.0,0.0,0.0,0.0,1
38,2017.0,11.0,0.0,0.0,0.0,0.0,0.0,1
39,2017.0,8.0,0.0,0.0,0.0,0.0,0.0,1
40,2017.0,6.0,0.0,0.0,0.0,0.0,0.0,1
41,2018.0,12.0,0.0,0.0,0.0,0.0,0.0,1
42,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,1
43,2018.0,4.0,0.0,0.0,0.0,0.0,0.0,1
44,2017.0,12.0,0.0,0.0,0.0,0.0,0.0,1
45,2018.0,6.0,0.0,0.0,0.0,0.0,0.0,1
46,2018.0,12.0,0.0,0.0,0.0,0.0,0.0,1
47,2017.0,4.0,0.0,0.0,0.0,0.0,0.0,1
48,2018.0,2.0,0.0,0.0,0.0,0.0,0.0,2
49,2018.0,10.0,0.0,0.0,0.0,0.0,0.0,2
50,2018.0,5.0,0.0,0.0,0.0,0.0,0.0,2
51,2018.0,3.0,3.0,2714.079622644068,4195.976219630377,0.0,0.0,2
52,2018.0,6.0,4.0,6535.125858833143,6539.546921658345,0.0,0.0,2
53,2018.0,7.0,24.0,39785.252328050316,60016.721998089124,0.0,0.0,2
54,2018.0,9.0,0.0,0.0,0.0,0.0,0.0,2
55,2018.0,10.0,8.0,10564.541062623415,15514.406931704802,0.0,0.0,2
56,2018.0,2.0,3.0,6477.123837473714,6474.840317297036,0.0,0.0,2
57,2018.0,9.0,0.0,0.0,0.0,0.0,0.0,2
58,2018.0,9.0,0.0,0.0,0.0,0.0,0.0,2
59,2018.0,6.0,0.0,0.0,0.0,0.0,0.0,2
60,2018.0,8.0,0.0,0.0,0.0,0.0,0.0,2
61,2018.0,6.0,16.0,19419.40749851212,29228.700206941794,0.0,0.0,2
62,2018.0,9.0,4.0,7469.520101806147,7467.409772340334,0.0,0.0,2
63,2018.0,6.0,6.0,9692.428275770313,9670.236645615412,0.0,0.0,2
64,2018.0,5.0,12.0,24388.920808103707,37010.51513704242,0.0,0.0,2
65,2018.0,2.0,0.0,0.0,0.0,0.0,0.0,2
66,2018.0,7.0,16.0,33943.86075293144,50995.81443241016,0.0,0.0,2
67,2018.0,4.0,1.0,1490.9990845771856,2245.760239895329,0.0,0.0,2
68,2018.0,9.0,0.0,0.0,0.0,0.0,0.0,2
69,2018.0,6.0,12.0,27168.82179854067,40947.21496197521,0.0,0.0,2
70,2018.0,8.0,4.0,3245.259745482407,3243.884918456901,0.0,0.0,2
71,2018.0,8.0,5.0,9036.599988243419,9046.340730220863,0.0,0.0,2
72,2018.0,12.0,4.0,3467.604642325308,3467.029657059777,0.0,0.0,3
73,2017.0,11.0,3.0,7618.9922087824525,7621.68534640164,0.0,0.0,3
74,2017.0,9.0,0.0,0.0,0.0,0.0,0.0,3
75,2017.0,3.0,0.0,0.0,0.0,0.0,0.0,3
76,2018.0,7.0,5.0,10312.54196430865,10352.588474541437,0.0,0.0,3
77,2017.0,1.0,3.0,2259.293238181393,2258.143965880176,0.0,0.0,3
78,2017.0,6.0,0.0,0.0,0.0,0.0,0.0,3
79,2017.0,9.0,4.0,4705.387472928777,4717.1358052721935,0.0,0.0,3
80,2017.0,3.0,4.0,6039.22873555692,6036.518226066731,0.0,0.0,3
81,2018.0,6.0,4.0,7755.131639481304,7781.042727952946,0.0,0.0,3
82,2018.0,9.0,0.0,0.0,0.0,0.0,0.0,3
83,2018.0,11.0,1.0,1652.042632082096,1653.2923702946287,0.0,0.0,3
84,2017.0,10.0,0.0,0.0,0.0,0.0,0.0,3
85,2018.0,5.0,1.0,1209.3240168042653,1209.4592556451735,0.0,0.0,3
86,2017.0,5.0,5.0,10171.470636036222,10189.088690588496,649.3389708847097,117.29339563565574,3
87,2017.0,12.0,0.0,0.0,0.0,0.0,0.0,3
88,2018.0,8.0,2.0,1439.0713109655455,1435.8966373625035,0.0,0.0,3
89,2018.0,12.0,1.0,655.8630087628433,654.293297476154,0.0,0.0,3
90,2018.0,11.0,1.0,1892.075540376077,1894.160206819997,0.0,0.0,3
91,2017.0,2.0,3.0,7445.490139441356,7451.002226784968,0.0,0.0,3
92,2017.0,6.0,0.0,0.0,0.0,0.0,0.0,3
93,2018.0,6.0,0.0,0.0,0.0,0.0,0.0,3
94,2018.0,6.0,5.0,2496.9536917874434,2499.0880250909763,0.0,0.0,3
95,2018.0,7.0,0.0,0.0,0.0,0.0,0.0,3
96,2018.0,4.0,1.0,1711.2511723381094,1712.5912142454622,0.0,0.0,4
97,2018.0,12.0,0.0,0.0,0.0,0.0,0.0,4
98,2017.0,4.0,4.0,8878.279300529262,8873.316259109364,0.0,0.0,4
99,2017.0,3.0,2.0,2722.2421870284097,2713.9693571515395,0.0,0.0,4
100,2017.0,5.0,0.0,0.0,0.0,0.0,0.0,4
101,2018.0,9.0,2.0,2442.5403904542313,2441.4234944904233,653.0995823799711,118.15507539803961,4
102,2017.0,6.0,0.0,0.0,0.0,0.0,0.0,4
103,2018.0,9.0,2.0,2585.1444175870743,2586.63514970807,0.0,0.0,4
104,2018.0,5.0,0.0,0.0,0.0,0.0,0.0,4
105,2018.0,6.0,5.0,9385.28358146405,9388.198980776539,0.0,0.0,4
106,2017.0,5.0,0.0,0.0,0.0,0.0,0.0,4
107,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,4
108,2018.0,3.0,1.0,2348.3004165717607,2347.971391708353,0.0,0.0,4
109,2017.0,11.0,0.0,0.0,0.0,0.0,0.0,4
110,2017.0,3.0,0.0,0.0,0.0,0.0,0.0,4
111,2018.0,10.0,0.0,0.0,0.0,0.0,0.0,4
112,2017.0,10.0,0.0,0.0,0.0,0.0,0.0,4
113,2018.0,5.0,1.0,2029.811823636967,2027.8518628482457,0.0,0.0,4
114,2018.0,5.0,2.0,1186.1090170138796,1186.3219177779063,0.0,0.0,4
115,2018.0,8.0,5.0,11320.71317035619,11321.83336188328,0.0,0.0,4
116,2018.0,7.0,2.0,1659.072421240573,1654.5453151683362,0.0,0.0,4
117,2018.0,4.0,3.0,2577.5217528773005,4104.074652506086,0.0,0.0,4
118,2017.0,2.0,3.0,3743.386111275913,3741.467957377926,0.0,0.0,4
119,2017.0,3.0,2.0,3190.834033203337,3184.575795748516,0.0,0.0,4
120,2017.0,3.0,5.0,5304.787965739944,5312.643092491891,0.0,0.0,5
121,2018.0,10.0,0.0,0.0,0.0,0.0,0.0,5
122,2018.0,7.0,0.0,0.0,0.0,0.0,0.0,5
123,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,5
124,2017.0,2.0,0.0,0.0,0.0,0.0,0.0,5
125,2018.0,12.0,2.0,3071.4510062901177,3072.961609477043,0.0,0.0,5
126,2017.0,3.0,5.0,4892.5363547026045,4897.483469725513,0.0,0.0,5
127,2018.0,3.0,3.0,5176.093287092551,5179.041684779223,0.0,0.0,5
128,2018.0,2.0,0.0,0.0,0.0,0.0,0.0,5
129,2018.0,2.0,0.0,0.0,0.0,0.0,0.0,5
130,2017.0,10.0,0.0,0.0,0.0,0.0,0.0,5
131,2018.0,7.0,2.0,4389.458076579695,4384.556230800285,0.0,0.0,5
132,2018.0,2.0,1.0,928.110641783413,928.0416390770149,0.0,0.0,5
133,2017.0,10.0,0.0,0.0,0.0,0.0,0.0,5
134,2018.0,1.0,1.0,2197.8624640276403,2200.187414929753,0.0,0.0,5
135,2018.0,1.0,0.0,0.0,0.0,0.0,0.0,5
136,2017.0,12.0,0.0,0.0,0.0,0.0,0.0,5
137,2018.0,7.0,5.0,6727.390068710529,6718.975146852397,0.0,0.0,5
138,2018.0,3.0,1.0,1781.2150137800265,1783.7316188268958,0.0,0.0,5
139,2017.0,12.0,4.0,7304.3050641476075,7301.5147652411515,0.0,0.0,5
140,2017.0,9.0,1.0,837.135842230169,833.5636253681278,0.0,0.0,5
141,2018.0,7.0,0.0,0.0,0.0,0.0,0.0,5
142,2018.0,7.0,0.0,0.0,0.0,0.0,0.0,5
143,2018.0,5.0,0.0,0.0,0.0,0.0,0.0,5
144,2018.0,12.0,4.0,4131.9321763424505,4130.635238275681,0.0,0.0,6
145,2017.0,4.0,0.0,0.0,0.0,0.0,0.0,6
146,2018.0,7.0,0.0,0.0,0.0,0.0,0.0,6
147,2018.0,6.0,0.0,0.0,0.0,0.0,0.0,6
148,2018.0,10.0,0.0,0.0,0.0,0.0,0.0,6
149,2018.0,5.0,0.0,0.0,0.0,0.0,0.0,6
150,2018.0,12.0,0.0,0.0,0.0,0.0,0.0,6
151,2018.0,1.0,0.0,0.0,0.0,0.0,0.0,6
152,2018.0,1.0,0.0,0.0,0.0,0.0,0.0,6
153,2018.0,3.0,0.0,0.0,0.0,0.0,0.0,6
154,2018.0,11.0,1.0,1127.4859476730278,1126.201588726439,0.0,0.0,6
155,2017.0,12.0,2.0,4348.675389522324,4349.254548745298,0.0,0.0,6
156,2018.0,12.0,0.0,0.0,0.0,0.0,0.0,6
157,2017.0,10.0,0.0,0.0,0.0,0.0,0.0,6
158,2017.0,11.0,0.0,0.0,0.0,0.0,0.0,6
159,2018.0,2.0,2.0,1838.7987125610834,1836.7590984261878,0.0,0.0,6
160,2018.0,6.0,0.0,0.0,0.0,0.0,0.0,6
161,2017.0,3.0,3.0,4607.359542646018,4612.975938108952,0.0,0.0,6
162,2018.0,1.0,1.0,1672.001437214072,1667.4166966218556,0.0,0.0,6
163,2018.0,2.0,2.0,1104.5736072201776,1102.148072614782,0.0,0.0,6
164,2018.0,2.0,0.0,0.0,0.0,0.0,0.0,6
165,2018.0,2.0,0.0,0.0,0.0,0.0,0.0,6
166,2018.0,7.0,0.0,0.0,0.0,0.0,0.0,6
167,2018.0,9.0,5.0,3522.688917400103,3518.1459155080506,0.0,0.0,6
168,2017.0,3.0,0.0,0.0,0.0,0.0,0.0,7
169,2017.0,12.0,5.0,7703.296908614282,7792.895456693218,685.6458472265406,123.26858966925727,7
170,2018.0,12.0,0.0,0.0,0.0,0.0,0.0,7
171,2018.0,6.0,4.0,4209.84437855749,4222.701143290965,487.13223108919186,88.17113671829838,7
172,2018.0,9.0,3.0,5088.186977330363,5094.956849789094,0.0,0.0,7
173,2017.0,9.0,0.0,0.0,0.0,0.0,0.0,7
174,2017.0,1.0,3.0,5093.258319199106,5099.97012564465,0.0,0.0,7
175,2017.0,4.0,2.0,4275.865327474321,4279.434496675305,496.1794042114466,89.64072440912418,7
176,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,7
177,2018.0,6.0,5.0,11155.643844732573,11135.059784001935,0.0,0.0,7
178,2018.0,8.0,0.0,0.0,0.0,0.0,0.0,7
179,2017.0,3.0,0.0,0.0,0.0,0.0,0.0,7
180,2017.0,9.0,0.0,0.0,0.0,0.0,0.0,7
181,2017.0,7.0,6.0,14290.8806643719,14417.30148726324,0.0,0.0,7
