loyalty_history_id,activity_id,year,month,total_flights,distance,points_accumulated,points_redeemed,dollar_cost_points_redeemed
0,392917,2018,6,16,12864,15396.0,785,136
0,392298,2018,12,8,16288,25932.0,0,0
0,392299,2018,9,8,12324,25826.0,0,0
0,390290,2018,9,4,3524,25736.0,0,0
0,390603,2018,4,4,8600,10538.0,0,0
0,392902,2018,9,2,2600,6500.0,0,0
0,392903,2018,2,1,0,0.0,0,0
0,390907,2018,3,0,0,0.0,0,0
0,390903,2018,9,0,0,0.0,0,0
0,390906,2018,11,0,0,0.0,0,0
0,392907,2018,12,0,0,0.0,0,0
1,392816,2018,5,20,12860,25390.0,0,0
1,392297,2018,6,16,16128,25162.0,0,0
1,390299,2018,12,8,12524,28906.0,0,0
1,392298,2018,9,8,15324,20006.0,0,0
1,390299,2018,4,0,600,10000.0,0,0
1,392802,2018,7,0,0,0.0,0,0
1,390297,2018,9,0,0,0.0,0,0
1,390602,2018,3,0,0,0.0,0,0
1,390637,2018,9,0,0,0.0,0,0
1,390906,2018,11,0,0,0.0,0,0
1,390907,2018,12,0,0,0.0,0,0
2,392297,2018,6,20,27840,41960.0,0,0
2,392298,2018,12,9,14618,25162.0,0,0
2,390299,2018,9,8,12992,25708.0,0,0
2,390800,2018,8,8,15524,25936.0,0,0
2,390605,2018,4,4,8800,12638.0,0,0
2,392890,2018,3,2,2384,6900.0,0,0
2,392802,2018,2,1,0,0.0,0,0
2,390617,2018,3,0,0,0.0,0,0
2,390533,2018,9,0,0,0.0,0,0
2,390905,2018,11,0,0,0.0,0,0
2,392807,2018,12,0,0,0.0,0,0
3,392297,2018,6,12,10140,15960.0,0,0
3,392868,2018,10,8,12688,25432.0,0,0
3,392909,2018,9,6,12212,24798.0,0,0
3,392290,2018,9,8,13636,29534.0,0,0
3,392801,2018,2,4,8800,12528.0,0,0
3,390662,2018,3,2,2500,3452.0,0,0
3,390633,2018,2,0,0,0.0,0,0
3,392903,2018,3,0,0,0.0,0,0
3,392903,2018,9,0,0,0.0,0,0
3,390606,2018,11,0,0,0.0,0,0
3,392907,2018,12,0,0,0.0,0,0
4,392297,2018,6,12,26880,40220.0,0,0
4,392298,2018,12,9,18313,25434.0,0,0
4,390299,2018,9,8,12324,29328.0,0,0
4,390600,2018,9,4,8384,20006.0,0,0
4,390601,2018,4,6,8600,12518.0,0,0
4,390890,2018,8,2,2100,6900.0,0,0
4,390303,2018,2,1,0,0.0,0,0
4,392898,2018,3,0,0,0.0,0,0
4,390905,2018,9,0,0,0.0,0,0
4,390298,2018,11,0,0,0.0,0,0
4,392307,2018,12,0,0,0.0,0,0
5,392297,2018,6,20,27880,41260.0,0,0
5,392298,2018,12,9,14688,25462.0,0,0
5,392299,2018,6,8,12992,25908.0,0,0
5,392900,2018,9,8,11892,25538.0,0,0
5,390201,2018,2,4,8600,10000.0,0,0
5,390297,2018,3,2,2800,6900.0,0,0
5,390903,2018,2,1,0,0.0,0,0
5,390908,2018,3,0,0,0.0,0,0
5,390903,2018,9,0,0,0.0,0,0
5,392906,2018,11,0,0,0.0,0,0
5,390907,2018,12,0,0,0.0,0,0
6,392297,2018,6,20,28840,42260.0,0,0
6,390298,2018,12,8,16688,25432.0,0,0
6,390299,2018,9,8,11224,25528.0,0,0
6,390900,2018,9,8,16384,25936.0,0,0
6,390901,2018,4,4,8600,12538.0,0,0
6,390602,2018,7,2,2800,6800.0,0,0
6,390633,2018,2,1,0,0.0,0,0
6,392302,2018,3,0,0,0.0,0,0
6,390633,2018,9,0,0,0.0,0,0
6,390606,2018,11,0,0,0.0,0,0
6,390907,2018,12,0,0,0.0,0,0
7,392297,2018,6,12,26864,40296.0,0,0
7,392298,2018,12,9,16688,25432.0,0,0
7,392299,2018,9,8,19324,26906.0,0,0
7,390299,2018,9,8,11824,28236.0,0,0
7,390662,2018,4,4,8600,12514.0,0,0
7,390602,2018,9,2,2800,6900.0,0,0
7,390903,2018,2,1,2100,5800.0,0,0
7,390907,2018,3,0,0,0.0,0,0
7,390668,2018,9,0,0,0.0,0,0
7,390906,2018,11,0,0,0.0,0,0
7,390907,2018,12,0,0,0.0,0,0
8,392297,2018,6,12,22864,45796.0,0,0
8,390618,2018,12,9,18388,25432.0,0,0
8,390299,2018,9,8,15324,24726.0,0,0
8,392600,2018,9,4,8324,5936.0,0,0
8,392301,2018,4,8,18600,12911.0,0,0
8,390619,2018,3,2,2800,6900.0,0,0
8,392897,2018,2,1,0,0.0,0,0
8,392067,2018,3,0,0,0.0,0,0
8,390903,2018,9,0,0,0.0,0,0
8,390658,2018,11,0,0,0.0,0,0
8,392907,2018,12,0,0,0.0,0,0
9,392297,2018,6,20,26840,40260.0,0,0
9,390618,2018,10,8,11328,22532.0,0,0
9,392909,2018,9,8,12800,25936.0,0,0
9,390200,2018,9,4,5524,12536.0,0,0
9,390600,2018,2,4,8600,10000.0,0,0
9,390602,2018,3,2,2321,6900.0,0,0
9,390299,2018,2,0,0,0.0,0,0
9,390617,2018,2,0,0,0.0,0,0
9,390905,2018,9,0,0,0.0,0,0
9,390906,2018,11,0,0,0.0,0,0
9,390699,2018,12,0,0,0.0,0,0
10,392297,2018,6,20,22860,43160.0,0,0
10,390298,2018,10,8,16288,22532.0,0,0
10,390299,2018,9,8,12884,24736.0,0,0
