loyalty_history_id,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,clv,enrollment_type,enrollment_year,enrollment_month,cancellation_year,cancellation_month
0,1,2,24,50,2,1,58379.0,2,3,2945.3,2,2018,10,0.0,0.0
1,1,9,22,15,2,4,52219.0,2,3,2339.01,2,2015,12,0.0,0.0
2,1,1,5,44,1,2,0.0,3,2,9764.74,2,2012,8,0.0,0.0
3,1,7,21,35,1,1,89735.0,3,2,5598.87,2,2016,11,0.0,0.0
4,1,7,21,23,1,1,90500.0,2,3,2619.09,2,2012,11,0.0,0.0
5,1,1,15,45,1,3,89457.0,2,1,6617.77,2,2016,10,0.0,0.0
6,1,6,7,3,2,1,61530.0,2,2,5857.41,2,2018,10,0.0,0.0
7,1,2,24,51,1,2,0.0,1,2,3461.74,2,2018,9,0.0,0.0
8,1,7,14,17,2,1,81441.0,2,3,5281.31,2,2015,10,2017.0,11.0
9,1,7,20,19,1,2,0.0,2,3,7290.66,2,2017,1,2018.0,9.0
10,1,2,24,50,2,1,68246.0,3,3,2504.51,2,2018,11,0.0,0.0
11,1,2,24,51,2,2,0.0,1,2,4658.73,2,2014,9,0.0,0.0
12,1,8,3,4,2,2,0.0,3,2,4011.77,2,2018,9,0.0,0.0
13,1,6,7,3,2,1,88265.0,2,2,7319.49,2,2015,12,0.0,0.0
14,1,7,19,28,1,1,84251.0,2,3,4933.98,2,2012,8,0.0,0.0
15,1,7,21,29,1,4,46087.0,2,3,6247.44,2,2013,1,0.0,0.0
16,1,7,21,23,1,1,73521.0,2,3,4962.68,2,2012,7,0.0,0.0
17,1,2,27,53,2,1,87797.0,2,2,5673.91,2,2016,8,0.0,0.0
18,1,9,22,15,2,1,53105.0,2,2,20378.89,2,2016,4,0.0,0.0
19,1,7,21,29,2,2,0.0,2,2,4161.18,2,2013,1,2014.0,9.0
20,1,6,7,3,1,1,89863.0,2,2,5746.48,2,2018,8,0.0,0.0
21,1,9,13,10,2,1,57338.0,2,2,10834.78,2,2017,10,0.0,0.0
22,1,7,23,20,2,1,52461.0,2,2,5787.28,2,2018,10,0.0,0.0
23,1,2,27,53,2,1,93169.0,2,2,3709.2,2,2016,10,0.0,0.0
24,1,2,24,51,2,2,0.0,2,3,2467.34,2,2013,7,2018.0,12.0
25,1,7,21,35,1,2,0.0,3,3,2150.06,2,2012,12,0.0,0.0
26,1,7,21,23,1,1,81765.0,2,3,2719.45,2,2015,2,0.0,0.0
27,1,2,24,50,1,3,189841.0,2,3,2319.93,2,2018,11,0.0,0.0
28,1,9,13,14,2,2,0.0,3,3,4705.04,2,2014,4,0.0,0.0
29,1,7,14,17,2,1,52958.0,3,3,2740.7,2,2017,8,0.0,0.0
30,1,2,24,50,1,1,87192.0,2,2,17998.06,2,2015,10,0.0,0.0
31,1,7,21,33,2,1,95520.0,2,1,9055.94,2,2018,12,0.0,0.0
32,1,2,26,54,2,1,88611.0,2,3,2981.28,2,2017,8,0.0,0.0
33,1,2,24,50,1,2,0.0,3,2,3458.81,2,2013,11,0.0,0.0
34,1,7,21,29,1,2,0.0,2,3,2202.44,2,2013,6,0.0,0.0
35,1,2,24,49,2,1,87435.0,2,3,4958.46,2,2018,8,0.0,0.0
36,1,2,24,49,1,3,180996.0,2,2,8160.88,2,2016,1,0.0,0.0
37,1,2,27,53,1,3,187891.0,2,3,2323.75,2,2013,10,0.0,0.0
38,1,7,21,23,2,2,0.0,2,2,13731.78,2,2018,7,0.0,0.0
39,1,7,20,18,1,4,55013.0,2,3,8591.21,2,2017,2,0.0,0.0
40,1,2,24,49,2,1,99168.0,2,2,5689.81,2,2015,8,0.0,0.0
41,1,7,20,19,2,1,97907.0,2,2,2756.21,2,2015,3,0.0,0.0
42,1,9,16,7,1,1,68742.0,2,1,12552.33,2,2015,12,0.0,0.0
43,1,4,6,6,1,1,76222.0,1,2,10009.76,1,2018,3,0.0,0.0
