household_id,individual_id,RELATE,SEX,AGE,MARST,RACE,CITIZEN,SPEAKENG,SCHOOL,EDUC,GRADEATT,SCHLTYPE,EMPSTAT,CLASSWKR,INCTOT,DISABWRK
0,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,16,1
0,1087398,1,0,23,0,6,2,3,1,6,0,1,1,2,2,1
0,1087399,2,0,2,5,6,0,0,0,0,0,0,0,0,0,0
1,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,16,1
1,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
1,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
1,1087400,2,1,9,5,6,0,3,2,1,3,2,0,0,0,0
1,1087401,2,1,6,5,6,0,5,2,1,3,2,0,0,0,0
2,1087397,0,1,30,0,2,0,2,1,6,0,1,1,2,16,1
2,1087398,1,0,23,0,4,0,2,2,2,4,2,1,2,2,1
2,1087399,2,0,7,5,4,0,2,2,1,3,2,0,0,0,0
3,1146375,0,1,18,5,1,0,2,2,5,5,2,3,2,0,2
3,1146376,2,0,7,5,1,0,2,2,1,3,2,0,0,0,0
3,1146377,7,0,35,5,1,0,2,1,6,0,1,1,2,0,1
4,1083992,0,1,38,0,7,0,2,1,9,0,1,1,2,6,2
4,1083993,1,0,39,0,0,0,2,1,9,0,1,1,2,2,1
4,1083994,2,0,4,5,0,0,0,1,0,0,1,0,0,0,0
5,1084377,0,1,28,5,0,0,2,1,7,0,1,1,2,20,1
6,1084920,0,1,33,0,4,2,3,1,7,0,1,1,2,16,1
6,1084921,1,0,20,0,4,3,3,1,9,0,1,1,2,6,1
6,1084922,2,0,13,5,4,3,4,2,2,4,2,0,0,0,0
6,1084923,2,1,9,5,4,0,3,2,1,3,2,0,0,0,0
6,1084924,2,1,7,5,4,0,2,2,1,3,2,0,0,0,0
7,1087397,0,1,30,0,4,0,3,1,7,0,1,1,2,16,1
7,1087398,1,0,29,0,4,3,3,1,6,0,1,1,2,2,1
7,1087399,2,0,7,5,4,3,3,2,1,3,2,0,0,0,0
8,1084920,0,1,33,0,4,2,3,1,7,0,1,1,2,20,1
8,1084921,1,0,20,0,4,3,3,1,9,0,1,1,2,6,1
8,1084922,2,1,3,5,4,0,0,1,0,0,1,0,0,0,0
8,1084923,2,1,8,5,4,0,2,2,1,3,2,0,0,0,0
9,1087397,0,1,30,0,4,2,3,1,7,0,1,1,2,16,1
9,1087398,1,0,23,0,4,3,3,1,2,0,1,1,2,2,1
9,1087399,2,0,7,5,4,3,3,2,1,3,2,0,0,0,0
10,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,10,2
10,1087398,1,0,23,0,6,2,3,1,6,0,1,1,2,20,1
10,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
10,1087400,2,1,9,5,6,0,3,2,1,3,2,0,0,0,0
11,1087397,0,1,30,0,2,0,3,1,6,0,1,1,2,16,1
11,1087398,1,0,23,0,4,2,3,1,2,0,1,1,2,2,1
11,1087399,2,0,7,5,4,0,3,2,1,3,2,0,0,0,0
12,1083397,0,1,39,0,4,3,3,1,7,0,1,1,2,26,1
12,1083398,1,0,29,0,4,3,3,1,6,0,1,1,2,2,1
12,1083399,2,0,7,5,4,3,3,2,1,3,2,0,0,0,0
13,1084920,0,1,33,0,0,2,3,1,6,0,1,1,2,16,1
13,1084921,1,0,29,0,0,3,3,1,9,0,1,1,2,20,1
14,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,16,1
14,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
14,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
14,1087400,2,1,8,5,6,0,3,2,1,3,2,0,0,0,0
15,1087397,0,1,30,0,4,3,3,1,7,0,1,1,2,16,1
15,1087398,1,0,20,0,4,3,3,1,2,0,1,1,2,2,1
15,1087399,2,0,3,5,4,3,4,2,0,2,3,0,0,0,0
15,1087300,2,1,8,5,4,0,3,2,1,3,2,0,0,0,0
15,1087301,2,1,6,5,4,0,5,2,1,3,2,0,0,0,0
16,1087397,0,1,30,0,2,0,2,1,5,0,1,1,2,16,1
16,1087398,1,0,23,0,0,0,2,1,2,0,1,1,2,2,1
16,1087399,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0
17,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,16,1
17,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
17,1087399,2,0,2,5,6,0,0,0,0,0,0,0,0,0,0
18,1087397,0,1,30,0,1,0,2,1,7,0,1,3,2,10,2
18,1087398,1,0,23,0,1,0,2,1,2,0,1,1,2,6,1
18,1087399,2,0,7,5,1,0,2,2,1,3,2,0,0,0,0
19,1087397,0,1,30,0,4,2,3,1,7,0,1,1,2,16,1
19,1087398,1,0,20,0,4,2,3,1,2,0,1,1,2,2,1
19,1087399,2,0,7,5,4,0,3,2,1,3,2,0,0,0,0
20,1087397,0,1,30,0,4,2,3,1,7,0,1,1,2,20,1
20,1087398,1,0,29,0,4,3,3,1,6,0,1,1,2,2,1
20,1087399,2,0,7,5,4,3,3,2,1,3,2,0,0,0,0
20,1087300,2,1,9,5,4,0,3,2,1,3,2,0,0,0,0
20,1087301,2,1,1,5,4,0,0,0,0,0,0,0,0,0,0
21,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,16,1
21,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
21,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
21,1087300,2,1,9,5,6,0,3,2,1,3,2,0,0,0,0
21,1087301,2,1,2,5,6,0,0,0,0,0,0,0,0,0,0
22,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,16,1
22,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
22,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
22,1087900,2,1,9,5,6,0,3,2,1,3,2,0,0,0,0
23,1087397,0,1,30,0,1,0,2,1,7,0,1,3,2,10,1
23,1087398,1,0,23,0,1,0,2,1,2,0,1,1,2,6,1
23,1087399,2,0,2,5,1,0,0,0,0,0,0,0,0,0,0
24,1246375,0,1,18,5,1,0,2,2,5,5,2,3,2,0,2
24,1246376,2,0,9,5,1,0,2,2,1,3,2,0,0,0,0
25,1087397,0,1,30,0,6,2,3,1,6,0,1,1,2,16,1
25,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
25,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
26,1084925,0,1,30,0,1,0,2,1,7,0,1,1,2,16,1
26,1084926,1,0,23,0,1,0,2,1,9,0,1,1,2,20,1
27,1087397,0,1,30,0,1,0,2,1,6,0,1,1,2,16,1
27,1087398,1,0,23,0,1,0,2,1,2,0,1,1,2,2,1
27,1087399,2,0,2,5,1,0,0,0,0,0,0,0,0,0,0
28,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,10,2
28,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
28,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
29,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,16,1
29,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
29,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
29,1087300,2,1,9,5,6,0,3,2,1,3,2,0,0,0,0
29,1087301,2,1,1,5,6,0,0,0,0,0,0,0,0,0,0
30,1024920,0,1,32,5,1,0,2,1,7,0,1,3,2,14,1
30,1024921,2,1,7,5,1,0,2,2,0,3,2,0,0,0,0
30,1024922,2,0,11,5,1,0,2,2,1,4,3,0,0,0,0
31,1084920,0,1,33,0,0,2,3,1,6,0,1,1,2,16,1
31,1084921,1,0,29,0,0,3,3,1,9,0,1,1,2,20,1
31,1084922,2,1,7,5,0,0,3,2,1,3,2,0,0,0,0
32,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,16,1
32,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
32,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
32,1087300,7,1,35,5,6,0,3,1,6,0,1,3,2,10,1
33,1087397,0,1,30,0,4,3,3,1,7,0,1,1,2,16,1
33,1087398,1,0,20,0,4,3,3,1,2,0,1,1,2,2,1
33,1087399,2,0,4,5,4,3,0,1,0,0,1,0,0,0,0
33,1087900,2,1,9,5,4,0,3,2,1,3,2,0,0,0,0
33,1087901,2,1,3,5,4,0,0,1,0,0,1,0,0,0,0
34,1087397,0,1,30,0,4,2,3,1,7,0,1,1,2,16,1
34,1087398,1,0,23,0,4,3,3,1,2,0,1,1,2,2,1
34,1087399,2,0,7,5,4,3,3,2,1,3,2,0,0,0,0
35,1084377,0,1,28,5,1,0,2,1,7,0,1,1,2,20,2
35,1084378,7,1,23,5,1,0,2,1,9,0,1,1,2,6,1
36,1084377,0,1,28,5,1,0,2,1,7,0,1,1,2,20,2
36,1084378,7,1,23,5,1,0,2,1,9,0,1,1,2,6,1
37,1087397,0,1,30,0,4,2,3,1,7,0,1,1,2,16,1
37,1087398,1,0,23,0,4,2,3,1,2,0,1,1,2,2,1
37,1087399,2,0,7,5,4,0,3,2,1,3,2,0,0,0,0
38,1087397,0,1,30,0,4,2,3,1,6,0,1,1,2,16,1
38,1087398,1,0,23,0,4,2,3,1,2,0,1,1,2,2,1
38,1087399,2,0,7,5,4,0,3,2,1,3,2,0,0,0,0
39,1083992,0,1,33,5,0,2,3,1,6,0,1,3,2,16,2
39,1083993,2,1,9,5,0,0,3,2,1,3,2,0,0,0,0
39,1083994,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0
40,1087397,0,1,30,0,4,2,3,1,7,0,1,1,2,16,1
40,1087398,1,0,23,0,4,2,3,1,2,0,1,1,2,2,1
40,1087399,2,0,7,5,4,0,3,2,1,3,2,0,0,0,0
41,1087397,0,1,30,0,4,2,3,1,7,0,1,1,2,16,1
41,1087398,1,0,20,0,4,2,3,1,7,0,1,1,2,2,1
41,1087399,2,0,7,5,4,0,3,2,1,3,2,0,0,0,0
42,1084397,0,1,28,5,0,0,2,1,7,0,1,1,2,22,1
42,1084398,7,1,20,5,0,0,2,1,9,0,1,1,2,6,1
43,1087397,0,1,30,0,1,0,2,1,5,0,1,1,2,10,2
43,1087398,1,0,23,0,1,0,2,1,2,0,1,1,2,2,1
43,1087399,2,0,2,5,1,0,0,0,0,0,0,0,0,0,0
44,1087397,0,1,30,0,6,2,3,1,6,0,1,1,2,16,1
44,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
44,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
45,1087397,0,1,30,0,4,2,3,1,7,0,1,1,2,16,1
45,1087398,1,0,20,0,4,2,3,1,2,0,1,1,2,2,1
45,1087399,2,0,7,5,4,0,3,2,1,3,2,0,0,0,0
46,1084377,0,1,28,5,0,0,2,1,7,0,1,1,2,20,1
47,1087397,0,1,30,0,4,2,3,1,7,0,1,1,2,16,1
47,1087398,1,0,20,0,4,2,3,1,2,0,1,1,2,2,1
47,1087399,2,0,7,5,4,0,3,2,1,3,2,0,0,0,0
48,1024920,0,1,45,0,0,2,3,1,6,0,1,1,2,20,1
48,1024921,1,0,38,0,0,3,3,1,9,0,1,1,2,42,1
48,1024922,2,0,14,5,0,0,3,2,2,5,2,0,0,0,0
48,1024923,2,1,11,5,0,0,3,2,2,4,2,0,0,0,0
49,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,16,1
49,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
49,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
49,1087300,2,1,9,5,6,0,3,2,1,3,2,0,0,0,0
50,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,16,1
50,1087398,1,0,22,0,6,2,3,1,2,0,1,1,2,2,1
50,1087399,2,0,2,5,6,0,0,0,0,0,0,0,0,0,0
51,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,16,1
51,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
51,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
51,1087300,2,1,9,5,6,0,3,2,1,3,2,0,0,0,0
51,1087901,2,1,1,5,6,0,0,0,0,0,0,0,0,0,0
52,1084920,0,1,73,0,4,2,3,1,7,0,1,3,2,5,1
52,1084921,1,0,37,0,4,3,3,1,9,0,1,1,2,8,1
52,1084922,2,0,13,5,4,3,3,2,2,4,3,0,0,0,0
52,1084923,2,1,9,5,4,0,3,2,1,3,2,0,0,0,0
52,1084924,2,0,8,5,4,0,2,2,1,3,2,0,0,0,0
53,1083992,0,1,38,0,7,0,2,1,6,0,1,3,2,6,2
53,1083993,1,0,37,0,0,0,2,1,6,0,1,1,2,2,1
53,1083994,2,0,11,5,0,0,2,2,2,4,2,0,0,0,0
53,1083995,2,1,9,5,0,0,2,2,1,3,2,0,0,0,0
54,1087397,0,1,30,0,4,2,3,1,7,0,1,1,2,16,1
54,1087398,1,0,20,0,4,2,3,2,7,6,2,1,2,2,1
54,1087399,2,0,3,5,4,0,0,1,0,0,1,0,0,0,0
55,1083397,0,1,28,5,0,0,2,1,7,0,1,1,2,10,1
55,1083398,7,0,29,5,0,0,2,1,2,0,1,1,2,6,1
56,1087397,0,1,30,0,4,3,3,1,7,0,1,1,2,16,1
56,1087398,1,0,20,0,4,3,3,1,2,0,1,1,2,2,1
56,1087399,2,0,7,5,4,3,3,2,1,3,2,0,0,0,0
56,1087800,2,1,8,5,4,0,3,2,1,3,2,0,0,0,0
57,1084920,0,1,33,0,4,2,3,1,7,0,1,1,2,20,1
57,1084921,1,0,20,0,4,3,3,1,9,0,1,1,2,20,1
57,1084922,2,1,3,5,4,0,0,1,0,0,1,0,0,0,0
57,1084923,2,1,2,5,4,0,0,0,0,0,0,0,0,0,0
58,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,16,1
58,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
58,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
59,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,10,2
59,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
59,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
60,1087397,0,1,30,0,4,2,3,1,7,0,1,1,2,20,1
60,1087398,1,0,29,0,4,3,3,1,6,0,1,1,2,2,1
60,1087399,2,0,7,5,4,3,3,2,1,3,2,0,0,0,0
61,1087397,0,1,30,0,4,2,3,1,7,0,1,1,2,16,1
61,1087398,1,0,20,0,4,2,3,1,2,0,1,1,2,2,1
61,1087399,2,0,7,5,4,3,3,2,1,3,2,0,0,0,0
62,1084920,0,1,32,0,4,2,3,1,7,0,1,1,2,20,1
62,1084921,1,0,20,0,4,3,3,1,9,0,1,1,2,20,1
62,1084922,2,1,3,5,4,0,0,1,0,0,1,0,0,0,0
62,1084923,2,1,8,5,4,0,2,2,1,3,2,0,0,0,0
63,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,16,1
63,1087398,1,0,20,0,6,2,3,1,5,0,1,1,2,2,1
63,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
64,1087397,0,1,30,0,4,3,3,1,6,0,1,1,2,8,1
64,1087398,1,0,20,0,4,3,3,1,2,0,1,1,2,2,1
64,1087399,2,0,7,5,4,3,3,2,1,3,2,0,0,0,0
64,1087300,2,1,8,5,4,0,3,2,1,3,2,0,0,0,0
65,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,16,1
65,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
65,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
65,1087900,2,1,9,5,6,0,3,2,1,3,2,0,0,0,0
65,1087901,2,1,8,5,6,0,5,2,1,3,2,0,0,0,0
66,1087397,0,1,30,0,4,3,3,1,7,0,1,1,2,16,1
66,1087398,1,0,23,0,4,3,3,1,2,0,1,1,2,2,1
66,1087399,2,0,7,5,4,3,3,2,1,3,2,0,0,0,0
66,1087300,2,1,8,5,4,0,3,2,1,3,2,0,0,0,0
67,1087397,0,1,30,0,4,2,3,1,7,0,1,1,2,16,1
67,1087398,1,0,20,0,4,3,3,1,2,0,1,1,2,2,1
67,1087399,2,0,2,5,4,3,3,2,0,2,3,0,0,0,0
67,1087300,2,1,8,5,4,0,3,2,1,3,2,0,0,0,0
67,1087301,2,1,1,5,4,0,0,0,0,0,0,0,0,0,0
68,1087397,0,1,30,0,1,0,2,1,7,0,1,3,2,16,1
68,1087398,1,0,23,0,1,0,2,1,2,0,1,1,2,2,1
68,1087399,2,0,2,5,1,0,0,0,0,0,0,0,0,0,0
69,1087397,0,1,30,0,4,2,3,1,7,0,1,1,2,28,1
69,1087398,1,0,29,0,4,3,3,1,6,0,1,1,2,2,1
69,1087399,2,0,7,5,4,3,3,2,1,3,2,0,0,0,0
69,1087300,2,1,3,5,4,0,0,1,0,0,1,0,0,0,0
69,1087301,2,1,1,5,4,0,0,0,0,0,0,0,0,0,0
70,1087397,0,1,30,0,2,0,2,1,6,0,1,1,2,16,1
70,1087398,1,0,23,0,4,0,2,2,2,4,2,1,2,2,1
70,1087399,2,0,7,5,4,0,2,2,1,3,2,0,0,0,0
71,1087397,0,1,30,0,4,2,3,1,7,0,1,1,2,20,1
71,1087398,1,0,20,0,4,3,3,1,2,0,1,1,2,2,1
71,1087399,2,0,3,5,4,3,3,2,1,1,3,0,0,0,0
71,1087300,2,1,8,5,4,0,3,2,1,3,2,0,0,0,0
71,1087301,2,1,1,5,4,0,0,0,0,0,0,0,0,0,0
72,1084397,0,1,28,5,0,0,2,1,7,0,1,1,2,22,1
72,1084398,7,1,20,5,0,0,2,1,2,0,1,1,2,6,1
73,1084920,0,1,33,0,0,2,3,1,6,0,1,1,2,16,1
73,1084921,1,0,20,0,0,0,2,1,9,0,1,1,2,20,1
74,1087397,0,1,30,0,1,0,2,1,7,0,1,3,2,10,1
74,1087398,1,0,23,0,1,0,2,1,2,0,1,1,2,6,1
74,1087399,2,0,2,5,1,0,0,0,0,0,0,0,0,0,0
75,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,16,1
75,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
75,1087399,2,0,2,5,6,0,0,0,0,0,0,0,0,0,0
76,1084920,0,1,32,0,4,2,3,1,7,0,1,1,2,20,1
76,1084921,1,0,20,0,4,3,3,2,9,7,3,1,2,20,1
76,1084922,2,1,7,5,4,0,3,2,1,3,2,0,0,0,0
76,1084923,2,1,8,5,4,0,3,2,1,3,2,0,0,0,0
77,1084920,0,1,33,0,4,2,3,1,7,0,1,1,2,20,1
77,1084921,1,0,20,0,4,3,3,1,9,0,1,1,2,20,1
77,1084922,2,0,7,5,4,0,3,2,1,3,2,0,0,0,0
78,1084309,0,1,43,0,0,2,3,1,6,0,1,1,2,20,2
78,1084310,1,0,23,0,0,3,3,1,6,0,1,1,2,6,2
78,1084311,2,1,7,5,0,0,3,2,1,3,2,0,0,0,0
78,1084312,2,1,8,5,0,0,2,2,1,3,2,0,0,0,0
78,1084313,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0
79,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,16,1
79,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
79,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
79,1087900,2,1,8,5,6,0,3,2,1,3,2,0,0,0,0
80,1087397,0,1,30,0,4,2,3,1,7,0,1,1,2,28,1
80,1087398,1,0,20,0,4,2,3,1,7,0,1,1,2,2,1
80,1087399,2,0,7,5,4,0,3,2,1,3,2,0,0,0,0
81,1087397,0,1,30,0,4,2,3,1,7,0,1,1,2,16,1
81,1087398,1,0,23,0,4,2,3,1,2,0,1,1,2,2,1
81,1087399,2,0,4,5,4,0,0,1,0,0,1,0,0,0,0
82,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,16,1
82,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
82,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
82,1087300,2,1,8,5,6,0,3,2,1,3,2,0,0,0,0
83,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,10,2
83,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
83,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
83,1087300,2,1,9,5,6,0,3,2,1,3,2,0,0,0,0
84,1083992,0,1,33,5,1,0,2,1,6,0,1,3,2,6,2
84,1083993,2,0,9,5,1,0,2,2,1,3,2,0,0,0,0
84,1083994,2,0,1,5,1,0,0,0,0,0,0,0,0,0,0
85,1087397,0,1,30,0,4,2,3,1,7,0,1,1,2,16,1
85,1087398,1,0,23,0,4,3,3,1,2,0,1,1,2,2,1
85,1087399,2,0,7,5,4,3,3,2,1,3,2,0,0,0,0
85,1087300,2,1,8,5,4,0,3,2,1,3,2,0,0,0,0
86,1084377,0,1,28,5,0,0,2,1,7,0,1,1,2,20,1
87,1087397,0,1,30,0,4,2,3,1,7,0,1,1,2,16,1
87,1087398,1,0,20,0,4,2,3,2,7,6,2,1,2,2,1
87,1087399,2,0,7,5,4,0,3,2,1,3,2,0,0,0,0
88,1087397,0,1,30,0,6,2,3,1,6,0,1,1,2,16,1
88,1087398,1,0,23,0,6,2,3,1,6,0,1,1,2,2,1
88,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
89,1084920,0,1,33,0,0,2,3,1,6,0,1,1,2,16,1
89,1084921,1,0,20,0,0,3,3,1,9,0,1,1,2,20,1
90,1087397,0,1,30,0,1,0,2,1,7,0,1,3,2,10,1
90,1087398,1,0,23,0,1,0,2,1,2,0,1,1,2,6,1
90,1087399,2,0,2,5,1,0,0,0,0,0,0,0,0,0,0
91,1024920,0,1,33,3,1,0,2,1,7,0,1,1,2,10,1
91,1024921,2,1,7,5,1,0,2,2,1,3,2,0,0,0,0
91,1024922,2,0,11,5,1,0,2,2,1,4,2,0,0,0,0
92,1087397,0,1,30,0,8,0,2,1,7,0,1,1,2,16,1
92,1087398,1,0,20,0,0,0,2,1,9,0,1,1,2,2,1
92,1087399,2,0,3,5,7,0,0,1,0,0,1,0,0,0,0
93,1087397,0,1,30,0,4,2,3,1,7,0,1,1,2,22,1
93,1087398,1,0,20,0,4,2,3,1,2,0,1,1,2,2,1
93,1087399,2,0,7,5,4,0,3,2,1,3,2,0,0,0,0
94,1013397,0,1,28,5,0,0,2,1,7,0,1,1,2,10,1
95,1084377,0,1,28,5,0,0,2,1,7,0,1,1,2,20,2
