t1_id,child_feature_1,child_feature_2,child_feature_3,child_feature_4,child_feature_5,child_feature_6,child_feature_7,child_feature_8,t2_id
1,1.4077856424702646,1.1403070958255774,0.026873332750646628,-0.7400838974269457,0.06750638078208993,0.7061960973471249,2.3386605248691885,1.4186430690463934,0
2,-0.1910338625405268,1.5320585076940478,0.8495254517976595,0.4656974550328332,0.4295371848590267,2.4056818705428413,-0.05641178896033194,1.5672827100799451,1
3,-1.1366172045346974,1.2668417290424847,0.9577133833234724,2.352731091557115,1.8491440519686426,1.218126587558791,1.9677097908072638,0.407308691567444,2
4,2.3577328769306822,0.5577843386091227,1.8400994426068085,0.5694881464730897,1.4566002585608828,0.25981696178013014,0.6056758384969507,-1.9005009294654562,3
5,1.1747784009218682,2.3479477887437135,2.8666232586234535,1.5838802694034257,1.0641293876525302,0.9060829714781763,3.4370604566688683,1.0482419429694472,4
6,0.41584344817402297,0.2214091464159459,1.2231797513092273,1.0941337566913931,0.46746820194484495,1.2516540264086014,0.6676058823223527,1.3958444844397613,5
7,0.5637146392733836,0.7472325842178356,1.3041161454021613,-0.450732959948587,0.09593740181181054,1.1492451121012839,-0.44994902914818247,2.986333575651623,6
8,-0.3712823412386026,0.036032721680792856,0.7630193957657302,2.4894888025776103,-0.1637857445876194,1.8708243499623132,0.2790514531021795,-0.9783430495019363,7
9,1.066866246960837,1.9874859851743714,2.4275180731678514,1.388342496975513,0.3526436448172682,1.6880604642237236,1.160756478193386,0.7102117157936862,8
10,0.3640257862083337,1.2760161987548388,0.00686995943015789,2.099168012400127,0.5458627662188387,1.0092786456850316,1.3990778619716913,1.3874305678976284,9
11,0.627807794804069,0.8563551835104978,1.4943477527936486,1.781836892699655,1.4593958538066107,1.1754469155935454,0.425949038190669,0.11143738438577089,10
12,0.4525664780676466,1.0651800271856198,1.1655086404789377,0.9240399054204426,2.711585209456934,2.779393148000664,-0.17649538422085453,2.5503966237546525,11
13,1.8072750063242766,0.6625217108249757,1.0294660455562274,0.8597168459106332,1.0067754106243108,2.2267672587674037,2.0300906081167787,1.1880577977013977,12
