loyalty_history_id,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,clv,enrollment_type,enrollment_year,enrollment_month,cancellation_year,cancellation_month
0,1,7,21,34,1,1,78169.0,2,2,9435.58,2,2018,7,0.0,0.0
1,1,7,10,30,2,2,0.0,3,3,2382.44,2,2018,8,0.0,0.0
2,1,7,21,31,2,2,0.0,3,3,2396.51,2,2017,5,0.0,0.0
3,1,7,21,24,1,2,0.0,2,3,2241.54,2,2012,8,0.0,0.0
4,1,7,21,25,1,1,54975.0,2,3,3733.88,2,2017,7,0.0,0.0
5,1,4,12,5,1,2,0.0,3,2,11908.98,2,2016,12,0.0,0.0
6,1,9,13,8,2,1,90798.0,2,3,2487.71,2,2018,8,0.0,0.0
7,1,3,29,36,2,4,42087.0,2,2,4107.06,2,2013,12,0.0,0.0
8,1,10,17,40,1,1,62631.0,2,2,8502.86,2,2016,11,0.0,0.0
9,1,2,25,48,1,1,92804.0,2,2,3238.94,2,2016,10,2016.0,1.0
10,1,2,24,50,2,1,57434.0,2,1,5651.18,2,2013,7,0.0,0.0
11,1,9,13,11,2,1,91312.0,2,3,9559.01,2,2012,5,0.0,0.0
12,1,2,24,50,1,3,209913.0,2,2,5481.58,2,2012,10,0.0,0.0
13,1,7,21,34,1,1,51050.0,2,3,2475.75,2,2017,8,0.0,0.0
14,1,9,13,10,2,1,69337.0,2,2,9704.13,2,2018,6,0.0,0.0
15,1,2,24,50,2,1,47064.0,2,3,6893.09,2,2017,10,0.0,0.0
16,1,9,13,10,2,1,59729.0,2,2,20095.94,2,2016,11,0.0,0.0
17,1,7,21,34,2,1,64951.0,3,2,3574.53,2,2014,8,0.0,0.0
18,1,7,14,17,1,1,52471.0,2,1,8532.73,2,2014,10,0.0,0.0
19,1,7,21,25,2,2,0.0,3,3,6369.12,2,2012,9,0.0,0.0
20,1,2,24,51,2,2,0.0,1,2,5379.81,2,2018,8,0.0,0.0
21,1,9,22,15,2,1,57880.0,2,2,2896.88,2,2015,1,0.0,0.0
22,1,7,14,17,2,1,51784.0,2,1,20006.95,2,2015,1,0.0,0.0
23,1,3,29,36,1,1,89781.0,2,1,5291.12,2,2017,3,0.0,0.0
24,1,7,21,21,2,1,71660.0,1,3,2643.54,2,2012,10,0.0,0.0
25,1,7,19,27,1,1,63596.0,2,2,8933.15,2,2016,3,2016.0,8.0
26,1,5,18,1,1,1,104653.0,3,3,3569.96,2,2012,11,0.0,0.0
27,1,7,21,23,1,1,56641.0,2,2,2791.68,2,2017,6,0.0,0.0
28,1,7,21,32,2,2,0.0,3,3,2344.44,2,2015,3,0.0,0.0
29,1,2,27,53,1,1,94804.0,2,2,8293.5,2,2012,10,0.0,0.0
30,1,7,14,17,2,2,0.0,3,2,2905.06,2,2012,10,0.0,0.0
31,1,4,6,6,2,2,0.0,2,3,2502.11,2,2013,3,2014.0,8.0
32,1,2,4,46,2,1,88032.0,2,2,3621.17,2,2012,5,0.0,0.0
33,1,4,6,6,1,1,87192.0,1,2,17660.99,2,2012,5,0.0,0.0
34,1,7,21,31,2,1,95372.0,2,2,4925.94,2,2012,5,0.0,0.0
35,1,7,21,23,1,1,68514.0,2,2,9073.71,2,2016,1,0.0,0.0
36,1,6,7,3,2,1,92595.0,1,3,3788.56,2,2015,1,0.0,0.0
37,1,7,21,32,1,1,65837.0,1,3,34904.08,2,2013,9,0.0,0.0
38,1,2,24,50,2,1,88245.0,2,2,6965.2,2,2016,8,0.0,0.0
39,1,7,14,17,2,1,69746.0,2,1,5593.11,2,2015,6,0.0,0.0
40,1,9,16,7,2,1,54922.0,2,2,8040.83,1,2018,2,0.0,0.0
41,1,2,4,46,1,1,63192.0,1,3,7488.33,2,2013,11,2014.0,1.0
42,1,1,5,42,2,1,82915.0,1,1,7359.13,2,2012,7,0.0,0.0
43,1,2,27,53,2,2,0.0,2,2,8791.7,2,2018,8,0.0,0.0
44,1,7,21,22,1,1,56600.0,2,2,3288.16,2,2017,9,0.0,0.0
45,1,2,27,53,2,1,86198.0,2,2,6272.94,2,2017,9,0.0,0.0
46,1,9,16,7,2,1,93843.0,3,3,2708.51,2,2018,10,0.0,0.0
47,1,9,16,7,2,4,43363.0,2,1,8033.04,2,2013,2,0.0,0.0
48,1,4,6,6,2,1,52495.0,2,1,5709.13,2,2018,12,0.0,0.0
49,1,7,11,27,2,1,73485.0,2,1,8407.08,2,2014,1,0.0,0.0
50,1,7,21,21,1,2,0.0,2,3,2761.78,1,2018,4,0.0,0.0
51,1,7,19,27,1,1,65137.0,2,3,3744.5,2,2014,1,0.0,0.0
52,1,7,21,24,1,1,69066.0,3,3,8736.05,2,2016,12,0.0,0.0
53,1,7,21,35,1,1,55435.0,2,3,2704.28,2,2014,10,0.0,0.0
54,1,9,13,10,2,1,58360.0,2,2,9099.07,2,2018,7,0.0,0.0
55,1,7,21,23,2,1,68594.0,2,3,4002.05,2,2013,12,0.0,0.0
56,1,11,28,55,1,1,61658.0,1,3,2695.69,2,2017,8,0.0,0.0
57,1,7,21,35,2,1,61738.0,2,3,10004.79,2,2017,9,0.0,0.0
58,1,9,22,15,2,1,52988.0,2,2,3376.24,2,2018,5,0.0,0.0
59,1,7,14,17,1,1,52210.0,2,1,15809.98,2,2017,10,0.0,0.0
60,1,9,13,11,1,1,53410.0,2,3,3400.74,2,2013,1,0.0,0.0
61,1,6,7,2,1,2,0.0,1,2,6165.84,2,2013,10,0.0,0.0
62,1,10,17,40,2,1,88711.0,2,3,5382.82,2,2016,11,0.0,0.0
63,1,7,21,23,1,1,53069.0,2,3,8332.36,1,2018,2,2018.0,8.0
64,1,2,24,50,1,1,87504.0,1,2,21923.22,2,2015,11,0.0,0.0
65,1,7,21,25,2,1,64975.0,3,3,30693.06,2,2012,12,0.0,0.0
66,1,9,13,11,2,3,109356.0,2,3,7190.17,2,2013,1,0.0,0.0
67,1,1,1,43,2,1,58037.0,3,1,9113.27,2,2018,12,0.0,0.0
68,1,2,27,53,2,1,83194.0,2,1,6107.87,2,2016,12,0.0,0.0
69,1,7,21,34,2,4,52015.0,1,2,6630.03,2,2016,8,2017.0,1.0
70,1,4,6,6,2,1,54263.0,2,2,15723.28,2,2017,5,0.0,0.0
71,1,7,21,32,2,2,0.0,2,2,5038.95,2,2017,12,0.0,0.0
72,1,9,13,10,1,2,0.0,2,2,3781.68,2,2018,7,0.0,0.0
73,1,1,5,44,1,1,52226.0,3,2,7585.11,2,2016,12,0.0,0.0
74,1,6,7,3,2,1,99804.0,2,3,2793.74,2,2012,8,0.0,0.0
75,1,9,13,14,1,1,55564.0,2,3,9090.63,2,2018,12,0.0,0.0
76,1,2,26,54,1,1,57735.0,2,2,8169.58,2,2012,8,0.0,0.0
77,1,7,14,17,1,1,97948.0,2,1,7611.55,2,2016,10,0.0,0.0
78,1,2,27,53,2,3,183819.0,2,1,11382.53,2,2014,11,0.0,0.0
79,1,7,21,21,1,1,52877.0,2,3,2633.31,2,2017,10,0.0,0.0
80,1,2,27,53,2,1,77117.0,2,1,5678.5,2,2016,8,0.0,0.0
81,1,7,21,25,2,2,0.0,3,3,2151.41,2,2018,11,0.0,0.0
82,1,7,21,23,1,1,68247.0,2,3,2733.91,2,2016,3,0.0,0.0
83,1,3,29,36,1,1,57608.0,2,2,4103.55,2,2017,10,0.0,0.0
84,1,2,27,53,2,1,93831.0,1,2,11701.78,2,2015,7,0.0,0.0
85,1,7,11,28,2,2,0.0,2,1,5569.07,2,2016,11,0.0,0.0
86,1,7,11,27,2,1,82739.0,2,3,10797.5,1,2018,4,0.0,0.0
87,1,10,17,40,1,1,63211.0,2,3,9781.54,2,2014,8,0.0,0.0
88,1,2,24,52,2,1,63836.0,2,2,11304.33,2,2016,7,0.0,0.0
89,1,2,24,50,1,1,59527.0,2,1,7390.81,2,2013,7,0.0,0.0
90,1,2,27,53,2,2,0.0,3,3,12383.47,2,2013,11,0.0,0.0
91,1,4,6,6,1,1,77158.0,3,2,13737.6,2,2018,6,0.0,0.0
92,1,5,18,1,2,1,76698.0,2,3,14937.6,2,2012,11,0.0,0.0
93,1,9,13,11,1,1,71485.0,2,2,5820.73,2,2014,1,0.0,0.0
94,1,9,16,7,2,1,78955.0,3,1,7400.77,2,2015,11,0.0,0.0
95,1,7,21,33,2,1,103514.0,2,1,19471.55,2,2018,5,0.0,0.0
96,1,2,27,52,1,2,0.0,2,2,7780.86,2,2015,5,0.0,0.0
97,1,9,13,10,1,2,0.0,2,1,27091.15,2,2016,1,0.0,0.0
98,1,3,29,36,1,1,87769.0,2,2,5378.55,2,2017,5,0.0,0.0
99,1,2,24,51,1,1,59317.0,2,2,2772.81,2,2018,10,0.0,0.0
100,1,9,13,11,1,1,52496.0,2,3,8089.74,2,2015,4,0.0,0.0
101,1,7,21,34,1,5,87159.0,1,3,4946.68,2,2013,11,0.0,0.0
102,1,9,13,10,2,1,51470.0,2,2,16504.66,2,2015,8,0.0,0.0
103,1,2,24,52,1,5,120761.0,1,3,2314.06,2,2016,11,0.0,0.0
104,1,7,20,19,2,3,65855.0,2,3,8432.46,2,2015,6,0.0,0.0
105,1,9,13,14,1,2,0.0,3,3,4360.66,2,2016,1,0.0,0.0
106,1,5,18,1,2,3,217943.0,3,2,10564.17,2,2012,11,0.0,0.0
107,1,9,13,10,2,1,52461.0,2,2,8404.63,2,2014,11,0.0,0.0
108,1,9,13,10,1,1,66860.0,2,2,7205.76,2,2013,7,0.0,0.0
109,1,7,14,19,1,1,61866.0,2,3,2436.36,2,2014,8,2014.0,6.0
110,1,2,24,51,2,1,78343.0,2,3,5399.58,2,2016,10,0.0,0.0
111,1,6,7,3,2,1,51572.0,2,3,2665.88,2,2016,8,0.0,0.0
112,1,7,21,25,2,2,0.0,3,3,2369.69,2,2014,6,0.0,0.0
113,1,7,21,32,1,2,0.0,3,3,2272.31,2,2013,1,2018.0,9.0
114,1,6,7,3,1,1,94196.0,2,2,4871.05,2,2015,5,0.0,0.0
115,1,7,10,30,1,1,72059.0,2,1,7412.09,2,2013,11,0.0,0.0
116,1,7,21,23,1,1,76457.0,2,3,7282.76,2,2013,10,0.0,0.0
117,1,2,26,54,2,1,84147.0,2,2,7436.87,2,2012,11,0.0,0.0
118,1,10,17,40,1,1,47230.0,2,2,10821.53,2,2013,11,0.0,0.0
119,1,7,21,23,1,1,90512.0,2,3,32619.09,2,2012,11,0.0,0.0
120,1,7,21,32,1,2,0.0,3,1,8448.47,2,2013,4,0.0,0.0
121,1,2,24,52,2,1,86600.0,2,2,2860.34,2,2014,10,2015.0,12.0
122,1,9,16,7,1,2,0.0,2,2,6270.17,2,2013,9,0.0,0.0
123,1,7,14,17,1,2,0.0,2,1,8160.45,2,2017,1,0.0,0.0
124,1,7,10,30,2,2,0.0,1,3,2382.47,2,2017,11,2018.0,3.0
125,1,7,14,17,1,1,81785.0,2,2,28180.28,2,2012,11,0.0,0.0
126,1,2,27,53,2,2,0.0,2,2,6121.74,2,2018,6,0.0,0.0
127,1,4,12,5,2,1,84989.0,2,2,3556.32,2,2012,12,0.0,0.0
128,1,2,27,53,1,1,56881.0,2,3,2791.88,2,2017,8,0.0,0.0
