loyalty_history_id,activity_id,year,month,total_flights,distance,points_accumulated,points_redeemed,dollar_cost_points_redeemed
0,391287,2018,6,16,10480,15200.0,0,0
0,391288,2018,12,9,8375,15900.5,0,0
0,391299,2018,8,8,17351,15276.0,0,0
0,391290,2018,9,1,3932,4728.0,0,0
0,388291,2018,2,0,0,0.0,0,0
0,391292,2018,9,0,0,0.0,0,0
0,391293,2018,5,0,0,0.0,0,0
0,391294,2018,7,0,0,0.0,0,0
0,391295,2018,10,0,0,0.0,0,0
0,301296,2018,10,0,0,0.0,0,0
0,391297,2018,12,0,0,0.0,0,0
1,391287,2018,6,16,10480,15200.0,0,0
1,391288,2018,12,15,36985,54177.5,0,0
1,391289,2018,8,8,12588,10828.0,0,0
1,391290,2018,2,3,2382,4500.0,0,0
1,391291,2018,2,0,0,0.0,0,0
1,391292,2018,4,0,0,0.0,0,0
1,391293,2018,8,0,0,0.0,0,0
1,391304,2018,7,0,0,0.0,0,0
1,391297,2018,8,0,0,0.0,0,0
1,391296,2018,11,0,0,0.0,0,0
1,391297,2018,12,0,0,0.0,0,0
2,391287,2018,6,16,10480,15920.0,0,0
2,391288,2018,12,15,36915,54156.5,0,0
2,391289,2018,11,8,13992,10708.0,0,0
2,391290,2018,8,3,4920,4053.0,0,68
2,391291,2018,2,2,4682,6000.0,0,0
2,391292,2018,4,1,2100,2200.5,0,0
2,391299,2018,4,0,0,0.0,0,0
2,391294,2018,7,0,0,0.0,0,0
2,391295,2018,8,0,0,0.0,0,0
2,391226,2018,10,0,0,0.0,0,0
2,391297,2018,12,0,0,0.0,0,0
3,387297,2018,8,16,10180,15920.0,0,0
3,391298,2018,12,1,3945,15200.5,0,0
3,391289,2018,4,4,7100,14258.0,0,0
3,391290,2018,9,8,3636,4543.0,0,0
3,391291,2018,2,1,4600,4273.0,0,0
3,391292,2018,8,6,0,0.5,0,0
3,391293,2018,5,0,0,0.0,0,0
3,391294,2018,7,0,0,0.0,0,0
3,389515,2018,9,0,0,0.0,0,0
3,391206,2018,10,0,0,0.0,0,0
3,391297,2018,12,0,0,0.0,0,0
4,391287,2018,6,16,10480,15720.0,0,0
4,391288,2018,12,15,36915,54654.5,0,0
4,391289,2018,8,8,7512,10008.0,0,0
4,391290,2018,9,8,2100,4000.0,0,0
4,391291,2018,2,0,0,0.0,0,0
4,391292,2018,8,0,0,0.0,0,0
4,391303,2018,4,0,0,0.0,0,0
4,391294,2018,7,0,0,0.0,0,0
4,391295,2018,8,0,0,0.0,0,0
4,391296,2018,11,0,0,0.0,0,0
4,391297,2018,12,0,0,0.0,0,0
5,388297,2018,8,20,10680,15200.0,0,0
5,388298,2018,12,15,14765,15263.5,0,0
5,391299,2018,6,8,12952,10868.0,0,0
5,388300,2018,2,8,7382,4273.0,376,0
5,389291,2018,2,0,0,0.0,0,0
5,391297,2018,4,0,0,0.0,0,0
5,387293,2018,8,0,0,0.0,0,0
5,388304,2018,7,0,0,0.0,0,0
5,389595,2018,8,0,0,0.0,0,0
5,388306,2018,10,0,0,0.0,0,0
5,388307,2018,12,0,0,0.0,0,0
6,391287,2018,8,8,10587,15228.0,0,0
6,391288,2018,12,8,6995,14859.5,0,0
6,391299,2018,8,4,1580,5220.0,0,0
6,391290,2018,4,3,0,0.0,0,0
6,391291,2018,3,2,4688,0.0,0,0
6,391292,2018,7,1,2100,0.5,0,0
6,391293,2018,8,0,0,0.0,0,0
6,391294,2018,7,0,0,0.0,0,0
6,391288,2018,8,0,0,0.0,0,0
6,391296,2018,10,0,0,0.0,0,0
6,391297,2018,11,0,0,0.0,0,0
7,391287,2018,6,16,10480,15200.0,0,0
7,391298,2018,12,9,9420,15200.5,0,0
7,391299,2018,4,8,9585,10821.0,0,0
7,391290,2018,9,8,2100,4256.0,0,0
7,391291,2018,2,2,4000,0.0,0,0
7,391292,2018,9,1,1892,4000.5,0,0
7,391293,2018,9,1,0,0.5,0,0
7,391297,2018,2,0,0,0.0,0,0
7,391295,2018,8,0,0,0.0,0,0
7,391296,2018,10,0,0,0.0,0,0
7,391298,2018,12,0,0,0.0,0,0
8,388297,2018,8,20,20860,40200.0,0,0
8,389588,2018,12,9,48375,14258.5,0,0
8,388299,2018,4,8,10513,14526.0,0,0
8,388300,2018,9,4,8324,4576.0,0,0
8,389301,2018,2,8,920,0.0,0,0
8,388304,2018,4,1,4682,4200.5,0,0
8,388303,2018,5,0,0,0.0,0,0
8,388304,2018,3,0,0,0.0,0,0
8,388295,2018,8,0,0,0.0,0,0
8,388296,2018,10,0,0,0.0,0,0
8,388307,2018,11,0,0,0.0,0,0
9,391287,2018,6,16,10680,15720.0,0,0
9,391288,2018,12,15,1585,14276.5,0,0
9,391289,2018,8,2,7100,10251.0,0,0
9,391200,2018,8,8,2100,4053.0,0,0
9,391291,2018,2,0,0,0.0,0,0
9,391292,2018,4,0,0,0.0,0,0
9,388299,2018,8,0,0,0.0,0,0
9,391294,2018,2,0,0,0.0,0,0
9,391295,2018,8,0,0,0.0,0,0
9,391296,2018,10,0,0,0.0,0,0
9,391390,2018,12,0,0,0.0,0,0
10,391287,2018,6,16,10480,15520.0,0,0
10,391288,2018,12,5,8909,34276.5,0,0
10,391289,2018,8,8,17180,10050.0,0,0
10,391290,2018,9,8,2700,4570.0,0,0
10,391291,2018,3,2,4982,6138.0,0,0
10,391292,2018,9,1,1800,0.5,0,0
10,391293,2018,4,0,0,0.0,0,0
10,391294,2018,7,0,0,0.0,0,0
10,391299,2018,8,0,0,0.0,0,0
10,391296,2018,10,0,0,0.0,0,0
10,391297,2018,12,0,0,0.0,0,0
11,391287,2018,6,16,10464,15296.0,0,0
11,391298,2018,12,15,32983,12236.0,0,0
11,391289,2018,8,8,11530,14170.0,0,0
11,391290,2018,8,4,8382,14573.0,0,0
11,391291,2018,2,2,4688,6913.0,0,0
11,391282,2018,4,1,1532,6977.5,0,0
11,391293,2018,4,0,0,0.0,0,0
11,391299,2018,2,0,0,0.0,0,0
11,391295,2018,5,0,0,0.0,0,0
11,391296,2018,10,0,0,0.0,0,0
11,391297,2018,11,0,0,0.0,0,0
12,391287,2018,6,16,10480,15720.0,0,0
12,391288,2018,12,15,36905,54659.5,0,0
12,391289,2018,9,8,11584,10268.0,0,0
12,391290,2018,2,3,6322,4373.0,456,68
12,391291,2018,2,0,0,0.0,0,0
12,391292,2018,3,0,0,0.0,0,0
12,391293,2018,8,0,0,0.0,0,0
12,391864,2018,7,0,0,0.0,0,0
12,391305,2018,8,0,0,0.0,0,0
12,391296,2018,10,0,0,0.0,0,0
12,391298,2018,12,0,0,0.0,0,0
13,391287,2018,2,16,10480,15720.0,0,0
13,391288,2018,12,15,36585,50827.5,0,0
13,391299,2018,8,5,7181,10058.0,0,0
13,391290,2018,4,8,7520,14570.0,0,0
13,391301,2018,2,3,4942,6153.0,0,0
13,391305,2018,4,1,1600,6900.5,360,0
13,391293,2018,4,0,0,0.0,0,0
13,391294,2018,2,0,0,0.0,0,0
13,391288,2018,8,0,0,0.0,0,0
13,391296,2018,11,0,0,0.0,0,0
13,391297,2018,12,0,0,0.0,0,0
14,391364,2018,8,16,18172,15208.0,755,126
14,391205,2018,12,15,36680,54150.5,0,0
14,391296,2018,5,8,19920,10520.0,0,0
14,391297,2018,9,8,7320,4200.0,0,0
14,391291,2018,2,2,4682,6238.0,0,0
14,391292,2018,4,1,1100,6900.0,0,0
14,391293,2018,4,0,0,0.0,0,0
14,391294,2018,2,0,0,0.0,0,0
14,391305,2018,8,0,0,0.0,0,0
14,391296,2018,10,0,0,0.0,0,0
14,391297,2018,12,0,0,0.0,0,0
15,391287,2018,6,16,10980,15220.0,0,0
15,391288,2018,12,15,36975,55292.5,0,0
15,391299,2018,4,8,7100,10050.0,0,0
15,391290,2018,8,8,6380,4270.0,0,0
15,391291,2018,2,2,0,0.0,0,0
15,391292,2018,8,1,9282,2300.5,0,0
15,391293,2018,9,0,0,0.0,0,0
15,391294,2018,2,0,0,0.0,0,0
15,391305,2018,8,0,0,0.0,0,0
15,391286,2018,10,0,0,0.0,0,0
15,391297,2018,12,0,0,0.0,0,0
16,391287,2018,6,16,10480,15720.0,0,0
16,391288,2018,12,15,36705,14263.5,0,0
16,391289,2018,9,8,7109,18959.0,0,0
16,391290,2018,9,3,8380,4200.0,0,0
16,391291,2018,2,0,0,0.0,0,0
16,391295,2018,3,0,0,0.0,0,0
16,391290,2018,3,0,0,0.0,0,0
16,391294,2018,4,0,0,0.0,0,0
16,391295,2018,8,0,0,0.0,0,0
16,391296,2018,10,0,0,0.0,0,0
16,391297,2018,12,0,0,0.0,0,0
17,389297,2018,8,20,20260,40290.0,0,0
17,388028,2018,12,15,34715,54576.5,0,0
17,388289,2018,4,4,959,10058.0,0,0
17,389660,2018,5,8,3380,0.0,0,0
17,388301,2018,2,0,680,10.0,0,0
17,389506,2018,8,0,0,0.0,0,0
17,388303,2018,9,0,0,0.0,0,0
17,388304,2018,7,0,0,0.0,0,0
17,391305,2018,8,0,0,0.0,0,0
17,388306,2018,10,0,0,0.0,0,0
17,391305,2018,12,0,0,0.0,0,0
18,385297,2018,8,20,20980,40200.0,0,0
18,389508,2018,12,15,33975,54555.5,0,0
18,389509,2018,9,8,13985,17262.0,0,0
18,387290,2018,9,8,0,70.0,0,0
18,388298,2018,3,6,0,0.0,0,0
18,388292,2018,8,4,2622,0.5,0,0
18,387663,2018,5,0,0,0.0,0,60
18,381294,2018,7,0,0,0.0,0,0
18,389535,2018,8,0,0,0.0,0,0
18,389506,2018,10,0,0,0.0,0,0
18,388307,2018,12,0,0,0.0,0,0
19,391204,2018,8,16,10545,16579.0,0,0
19,391295,2018,9,8,8626,14704.0,0,0
19,327296,2018,4,8,11580,10055.0,0,0
19,391297,2018,9,8,8380,4570.0,0,0
19,391298,2018,2,0,0,0.0,0,0
19,391296,2018,4,0,0,0.0,0,0
19,391296,2018,8,0,0,0.0,0,0
19,391297,2018,2,0,0,0.0,0,0
19,391286,2018,8,0,0,0.0,0,0
19,391296,2018,10,0,0,0.0,0,0
19,391297,2018,12,0,0,0.0,0,0
20,388297,2018,8,20,250,15700.0,0,0
20,388298,2018,12,15,33965,54553.5,0,0
20,388279,2018,9,8,13940,10325.0,0,0
20,391290,2018,4,0,0,50.0,0,0
20,388299,2018,8,0,0,0.0,0,0
20,388302,2018,8,0,0,0.0,0,0
20,388293,2018,8,0,0,0.0,0,0
20,388294,2018,7,0,0,0.0,0,0
20,388305,2018,8,0,0,0.0,0,0
20,350306,2018,10,0,0,0.0,0,0
20,388307,2018,12,0,0,0.0,0,0
21,391287,2018,6,16,10740,15220.0,0,0
21,388298,2018,10,8,8975,15852.0,0,0
21,391299,2018,9,8,11912,15208.0,0,0
21,391290,2018,2,1,8380,4370.0,0,0
21,388291,2018,2,0,0,0.0,0,0
21,391270,2018,9,0,0,0.0,0,0
21,389563,2018,5,0,0,0.0,0,0
21,388294,2018,2,0,0,0.0,0,0
21,391295,2018,8,0,0,0.0,0,0
21,391296,2018,10,0,0,0.0,0,0
21,391297,2018,12,0,0,0.0,0,0
22,389097,2018,8,20,10480,15220.0,0,0
22,389508,2018,12,15,8975,54557.5,0,0
22,391299,2018,9,8,16100,10055.0,0,0
22,389720,2018,9,8,7380,4570.0,0,0
22,388291,2018,2,6,0,0.0,0,0
22,391292,2018,4,1,0,0.5,0,0
22,388303,2018,6,0,0,0.0,0,0
22,391294,2018,7,0,0,0.0,0,0
22,388299,2018,8,0,0,0.0,0,0
22,388326,2018,11,0,0,0.0,0,0
22,388307,2018,12,0,0,0.0,0,0
23,391287,2018,6,16,10420,15720.0,0,0
23,391288,2018,12,1,5970,14260.5,0,0
23,391289,2018,9,8,3980,10050.0,0,0
23,391290,2018,2,8,8680,4550.0,0,0
23,391291,2018,2,0,0,0.0,0,0
23,391292,2018,4,0,0,0.0,0,0
23,391293,2018,8,0,0,0.0,0,0
23,391294,2018,7,0,0,0.0,0,0
23,388305,2018,8,0,0,0.0,0,0
23,391296,2018,10,0,0,0.0,0,0
23,391290,2018,12,0,0,0.0,0,0
24,387297,2018,6,16,10480,15920.0,0,0
24,389588,2018,12,15,36952,16558.5,0,0
24,391299,2018,8,4,8100,10825.0,366,0
24,391300,2018,9,2,8320,14058.0,0,0
24,388291,2018,2,0,0,23.0,0,0
24,391292,2018,4,0,0,0.0,0,0
24,391293,2018,5,0,0,0.0,0,0
24,391364,2018,7,0,0,0.0,0,0
24,391295,2018,8,0,0,0.0,0,0
24,391296,2018,10,0,0,0.0,0,0
24,398826,2018,12,0,0,0.0,0,0
25,391287,2018,6,16,10480,15720.0,0,0
25,391288,2018,12,15,36952,19208.5,0,0
25,391289,2018,9,8,9980,10050.0,0,0
25,356300,2018,9,8,7322,4058.0,0,0
25,391301,2018,8,2,4520,5210.0,0,0
25,391290,2018,3,1,0,4200.0,0,0
25,391293,2018,8,0,0,0.0,0,0
25,391294,2018,2,0,520,0.0,0,0
25,391295,2018,8,0,0,0.0,0,0
25,391306,2018,10,0,0,0.0,0,0
25,391307,2018,12,0,0,0.0,0,0
26,389590,2018,8,20,18140,15200.0,0,0
26,388291,2018,12,15,22977,18855.5,0,0
26,388302,2018,7,8,16375,10000.0,0,0
26,332293,2018,9,8,8320,4525.0,0,0
26,387641,2018,2,1,8912,8000.0,0,0
26,388290,2018,8,4,1935,2700.5,0,0
26,388303,2018,5,0,0,0.0,0,0
26,389594,2018,7,0,0,0.0,0,0
26,388305,2018,8,0,0,0.0,0,0
26,387326,2018,10,0,0,0.0,0,0
26,388296,2018,12,0,0,0.0,0,0
27,391287,2018,6,16,10240,15200.0,0,0
27,391298,2018,12,15,36988,54522.5,0,0
27,391289,2018,9,8,10992,10058.0,0,66
27,391658,2018,9,8,11582,14000.0,0,0
27,391299,2018,2,1,4620,0.0,0,0
27,391290,2018,4,5,1584,5200.5,0,0
27,391303,2018,8,1,2,0.5,0,0
27,391294,2018,7,0,0,0.0,0,0
27,391288,2018,8,0,0,0.0,0,0
27,391296,2018,10,0,0,0.0,0,0
27,391297,2018,12,0,0,0.0,0,60
28,387297,2018,6,16,10980,15260.0,0,0
28,388298,2018,12,12,8105,14728.5,0,0
28,389519,2018,4,8,10584,11206.0,0,0
28,389560,2018,9,8,1520,4553.0,0,0
28,387291,2018,2,0,0,0.0,0,0
28,387762,2018,8,0,0,0.0,0,0
28,388303,2018,8,0,0,0.0,0,0
28,388296,2018,7,0,0,0.0,0,0
28,357105,2018,8,0,0,0.0,0,0
