household_id,individual_id,RELATE,SEX,AGE,MARST,RACE,CITIZEN,SPEAKENG,SCHOOL,EDUC,GRADEATT,SCHLTYPE,EMPSTAT,CLASSWKR,INCTOT,DISABWRK
0,615253,0,0,85,0,0,0,2,1,2,0,1,3,0,9,2
0,615254,1,1,78,0,0,0,2,1,6,0,1,3,0,1,2
1,645479,0,0,85,0,0,0,2,1,6,0,1,3,0,0,2
1,645480,1,1,81,0,0,0,2,1,6,0,1,3,0,2,2
2,667272,0,0,85,0,0,0,2,1,6,0,1,3,0,7,2
2,667273,1,1,80,0,0,0,2,1,6,0,1,3,0,2,2
3,644271,0,1,40,3,0,0,2,1,7,0,1,3,0,7,1
3,644272,2,0,11,5,0,0,2,2,2,4,2,0,0,0,0
3,644273,2,1,15,5,0,0,2,2,1,2,2,0,0,0,0
4,635172,0,0,30,0,7,0,2,1,9,0,1,1,2,1,1
4,635173,1,1,35,0,7,0,2,1,9,0,1,3,2,0,1
4,635174,2,0,11,5,7,0,2,2,2,4,2,0,0,0,0
4,635175,2,0,5,5,7,0,2,2,1,2,2,0,0,0,0
5,618172,0,0,37,0,0,0,2,1,6,0,1,1,2,99,1
5,618173,1,1,35,0,0,0,2,1,9,0,1,1,2,8,1
5,618174,2,0,5,5,0,0,2,2,1,2,2,0,0,0,0
5,618175,2,1,11,5,0,0,2,2,1,3,2,0,0,0,0
6,615256,0,0,29,5,0,0,2,1,6,0,1,1,2,7,1
7,667222,0,0,38,0,0,0,3,1,6,0,1,1,2,99,1
7,667223,1,1,35,0,0,0,2,1,6,0,1,3,2,0,1
7,667224,2,0,7,5,0,0,2,2,1,3,2,0,0,0,0
8,687272,0,1,85,4,0,0,2,1,6,0,1,3,0,6,2
9,641172,0,0,37,0,0,0,2,1,6,0,1,1,2,99,1
9,641173,1,1,35,0,7,0,2,1,9,0,1,3,2,0,1
9,641174,2,0,5,5,7,0,2,2,1,4,2,0,0,0,0
10,667272,0,0,85,0,0,0,2,1,6,0,1,3,0,6,2
10,667273,1,1,85,0,0,0,2,1,6,0,1,3,0,2,2
11,677172,0,0,35,1,0,0,2,1,6,0,1,1,2,1,1
11,677173,2,0,11,5,0,0,2,2,2,4,2,0,0,0,0
11,677174,2,0,5,2,0,0,2,2,1,1,3,0,0,0,0
12,687272,0,1,85,4,0,0,2,1,6,0,1,3,0,6,2
13,667272,0,0,85,0,0,0,2,1,6,0,1,3,0,6,2
13,667273,1,1,85,0,0,0,2,1,6,0,1,3,0,2,2
14,637292,0,0,38,0,0,0,3,1,6,0,1,1,2,99,1
14,637293,1,1,35,0,0,0,2,1,6,0,1,3,2,0,1
14,637294,2,0,11,5,0,0,2,2,2,4,2,0,0,0,0
14,637295,2,0,10,5,0,0,2,2,1,3,2,0,0,0,0
15,607271,0,0,40,0,0,0,2,1,6,0,1,1,2,9,2
15,607272,1,1,36,0,0,0,2,1,6,0,1,3,0,0,1
15,607273,2,0,15,5,0,0,2,2,3,5,2,0,0,0,0
15,607274,2,1,11,5,0,0,2,2,1,3,2,0,0,0,0
16,678172,0,0,37,0,0,0,2,1,6,0,1,1,2,99,1
16,678173,1,1,35,0,0,0,2,1,6,0,1,3,2,0,1
16,678174,2,0,3,5,0,0,0,2,1,3,2,0,0,0,0
16,678175,2,0,7,5,0,0,2,2,1,3,2,0,0,0,0
17,677172,0,0,35,1,0,0,2,1,6,0,1,1,2,9,2
17,677173,2,0,11,5,0,0,2,2,2,4,2,0,0,0,0
17,677174,2,0,5,5,0,0,2,2,1,3,2,0,0,0,0
18,677172,0,0,35,1,0,0,2,1,6,0,1,1,2,1,1
18,677173,2,0,11,5,0,0,2,2,2,4,2,0,0,0,0
18,677174,2,0,5,5,0,0,2,2,1,3,2,0,0,0,0
19,677170,0,0,35,1,0,0,2,1,6,0,1,1,2,1,1
19,677171,2,0,11,5,0,0,2,2,2,4,2,0,0,0,0
19,677172,2,0,10,5,0,0,2,2,1,3,2,0,0,0,0
20,667172,0,0,30,1,0,0,2,1,9,0,1,1,2,99,1
20,667173,2,0,11,5,0,0,2,2,2,4,2,0,0,0,0
21,655879,0,0,85,1,0,0,2,1,6,0,1,3,0,6,2
22,617272,0,0,35,0,0,0,2,1,1,0,1,1,2,1,1
22,617273,1,1,35,0,0,0,2,1,6,0,1,3,2,0,1
22,617274,2,0,11,5,0,0,2,2,2,4,2,0,0,0,0
22,617275,2,0,10,5,0,0,2,2,1,3,2,0,0,0,0
23,640272,0,0,80,0,0,0,2,1,6,0,1,3,0,6,2
23,640273,1,1,71,0,0,0,2,1,6,0,1,3,0,1,2
24,667272,0,0,85,1,0,0,2,1,6,0,1,3,0,1,2
25,648172,0,0,37,0,0,0,2,1,6,0,1,1,2,99,1
25,648173,1,1,35,0,7,0,2,1,6,0,1,3,2,0,1
25,648174,2,0,5,5,7,0,2,2,1,2,2,0,0,0,0
26,677175,0,0,30,0,0,0,2,1,6,0,1,1,2,9,1
