household_id,FARM,OWNERSHP,ACREHOUS,TAXINCL,PROPINSR,COSTELEC,VALUEH,ROOMS,PLUMBING,PUMA
0,0,0,0,0,0,0,99,0,0,201
1,0,2,0,0,0,6,99,4,2,122
2,0,2,1,0,0,12,99,4,2,65
3,0,2,0,0,0,3,99,4,2,216
4,0,2,0,0,0,12,99,2,2,52
5,0,1,1,2,46,3,18,8,2,142
6,0,2,1,0,0,99,99,1,2,169
7,0,2,1,0,0,1,99,3,2,196
8,0,1,1,2,54,3,18,4,2,48
9,0,1,1,2,59,10,13,6,2,211
10,0,1,1,1,59,6,99,9,2,169
11,0,1,1,1,48,57,35,4,2,207
12,0,2,1,0,0,12,99,6,2,192
13,0,2,0,0,0,99,99,2,2,86
14,0,1,1,1,35,8,22,3,2,134
15,0,0,0,0,0,0,99,0,0,151
16,0,2,0,0,0,2,99,3,2,65
17,0,2,0,0,0,4,99,2,2,141
18,0,2,1,0,0,9,99,7,2,94
19,0,2,1,0,0,12,99,4,2,5
20,0,1,1,0,59,10,35,8,2,133
21,0,1,1,0,59,7,45,9,2,66
22,0,2,0,0,0,3,99,5,2,89
23,0,1,1,0,45,11,11,7,2,126
24,0,2,1,0,0,18,99,5,2,141
25,0,2,0,0,0,2,99,2,2,123
26,0,2,0,0,0,1,99,4,2,220
27,0,1,1,2,41,13,18,7,2,34
28,0,1,1,2,16,8,27,5,2,79
29,0,1,1,1,59,4,27,5,2,19
30,0,2,0,0,0,1,99,2,2,124
31,0,1,1,1,43,6,35,6,2,195
32,0,2,1,0,0,3,99,5,2,9
33,0,2,1,0,0,6,99,4,2,4
34,0,1,1,1,59,12,35,7,2,165
35,0,1,1,1,59,6,35,9,2,199
36,0,2,0,0,0,2,99,3,2,229
37,0,1,1,2,43,3,13,3,2,140
38,0,1,1,2,59,6,27,7,2,203
39,0,2,1,0,0,3,99,4,2,12
40,0,2,0,0,0,7,99,2,2,136
41,0,1,1,2,59,7,13,6,2,66
42,0,2,0,0,0,2,99,3,2,225
43,0,1,1,2,59,7,27,3,2,193
44,0,1,1,2,48,5,18,7,2,227
45,0,2,0,0,0,3,99,3,2,235
46,0,1,1,1,50,6,18,6,2,69
47,0,1,1,1,36,4,16,3,2,225
48,0,1,0,1,33,11,18,3,2,216
49,0,2,0,0,0,9,99,5,2,143
50,0,1,1,2,59,3,13,4,2,132
51,0,2,0,0,0,10,99,4,2,218
52,0,0,0,0,0,0,99,0,0,8
53,0,1,1,0,39,18,35,8,2,187
54,0,0,0,0,0,0,99,0,0,222
55,0,1,1,1,25,4,8,6,2,189
56,0,1,1,0,36,22,16,8,2,196
57,0,1,1,1,59,18,35,7,2,111
58,0,2,1,0,0,7,99,5,2,198
59,0,1,1,1,59,2,18,3,2,199
60,0,1,1,0,59,10,16,3,2,190
61,0,2,0,0,0,3,99,4,2,221
62,0,1,1,1,59,6,45,9,2,197
63,0,1,1,1,38,16,7,3,2,65
64,0,1,0,1,59,10,35,9,2,104
65,0,1,1,0,59,10,18,6,2,66
66,0,1,1,2,59,99,18,3,2,118
67,0,2,0,0,0,6,99,3,2,69
68,0,1,1,1,59,10,27,9,2,207
69,0,1,1,1,25,2,18,3,2,179
70,0,1,0,2,20,4,8,2,2,94
71,0,1,1,2,59,7,8,5,2,111
72,0,2,1,0,0,12,99,7,2,65
73,0,2,0,0,0,99,99,1,2,138
74,0,1,1,1,40,3,18,3,2,165
75,0,1,1,2,59,12,13,6,2,100
76,0,1,1,1,59,13,62,6,2,36
77,0,2,1,0,0,6,99,6,2,109
78,0,2,0,0,0,7,99,2,2,69
79,0,1,1,0,37,15,22,8,2,85
80,0,1,1,2,33,12,16,8,2,105
81,0,0,0,0,0,0,99,0,0,141
82,0,1,1,2,28,3,11,5,2,188
83,0,2,0,0,0,99,99,2,2,16
84,0,2,0,0,0,4,99,4,2,231
85,0,2,0,0,0,3,99,4,2,40
86,0,2,1,0,0,10,99,6,2,121
87,0,1,1,1,59,1,45,6,2,127
88,0,2,0,0,0,6,99,1,2,121
89,0,2,0,0,0,3,99,4,2,132
90,0,2,1,0,0,1,99,5,2,65
91,0,1,1,1,30,7,18,6,2,166
92,0,2,1,0,0,6,99,4,2,22
93,0,1,1,2,59,18,16,5,2,7
94,0,1,1,2,59,7,16,7,2,104
95,0,2,0,0,0,0,99,4,2,178
96,0,2,0,0,0,4,99,4,2,190
97,0,2,1,0,0,4,99,4,2,85
98,0,1,1,1,59,1,45,4,2,174
99,0,1,1,1,59,10,45,9,2,64
100,0,2,0,0,0,7,99,5,2,131
101,0,1,1,1,59,6,45,9,2,65
102,0,1,1,1,36,4,22,4,2,204
103,0,1,1,1,59,11,16,3,2,32
104,0,1,1,2,59,99,13,6,2,211
105,0,1,1,1,59,1,45,6,2,134
106,0,1,1,1,59,16,22,8,2,202
107,0,0,0,0,0,0,99,0,0,191
108,0,1,1,1,46,3,13,3,2,95
109,0,1,1,1,59,10,27,8,2,208
110,0,1,0,2,17,3,11,4,2,78
111,0,1,1,2,59,7,27,6,2,103
112,0,2,0,0,0,99,99,3,2,28
113,0,2,0,0,0,20,99,4,2,18
114,0,1,1,0,30,9,35,6,2,86
115,0,1,1,0,59,9,62,6,2,56
116,0,2,0,0,0,3,99,4,2,122
117,0,1,1,1,40,12,16,6,2,187
118,0,2,0,0,0,9,99,4,2,227
119,0,2,0,0,0,2,99,3,2,129
120,0,1,1,2,12,5,18,5,2,171
121,0,0,0,0,0,0,99,0,0,60
122,0,2,0,0,0,3,99,3,2,134
123,0,1,1,1,40,10,45,7,2,73
124,0,1,1,0,29,3,13,4,2,11
125,0,2,0,0,0,7,99,3,2,212
126,0,2,0,0,0,99,99,3,2,77
127,0,2,1,0,0,12,99,3,2,20
128,0,1,1,1,35,6,22,3,2,3
129,0,1,1,2,35,7,8,3,2,111
130,0,2,0,0,0,99,99,5,2,227
131,0,0,0,0,0,0,99,0,0,220
132,0,2,0,0,0,99,99,1,2,110
133,0,2,1,0,0,4,99,4,2,78
134,0,1,1,1,16,6,35,3,2,226
135,0,2,0,0,0,4,99,4,2,178
136,0,1,1,1,40,8,16,7,2,64
137,0,1,1,1,59,5,18,2,2,191
138,0,2,0,0,0,3,99,4,2,222
139,0,1,1,1,59,4,35,6,2,160
140,0,2,0,0,0,7,99,4,2,77
141,0,2,1,0,0,5,99,5,2,171
142,0,1,1,1,59,10,22,8,2,108
143,0,1,2,1,59,6,87,7,2,44
144,0,1,1,1,59,11,35,9,2,165
145,0,2,0,0,0,10,99,5,2,171
146,0,2,0,0,0,6,99,4,2,77
147,0,1,1,0,59,18,27,9,2,193
148,0,1,0,2,17,3,11,4,2,208
149,0,0,0,0,0,0,99,0,0,96
150,0,1,1,2,59,7,13,6,2,107
151,0,1,1,2,59,5,18,7,2,134
152,0,1,1,1,36,7,6,4,2,95
153,0,1,1,2,59,7,18,6,2,111
154,0,1,1,2,20,12,16,5,2,45
155,0,2,0,0,0,3,99,2,2,16
156,0,1,1,2,50,9,18,6,2,227
157,0,1,1,1,41,18,6,5,2,27
158,0,1,1,2,59,12,18,8,2,211
159,0,2,0,0,0,0,99,4,2,51
160,0,2,1,0,0,10,99,4,2,168
161,0,2,0,0,0,99,99,5,2,76
162,0,1,1,1,59,7,22,4,2,193
163,0,2,0,0,0,99,99,5,2,143
164,0,0,0,0,0,0,99,0,0,134
165,0,2,1,0,0,4,99,4,2,187
